"","from","to","type","subtype"
"1","CCKBR","GNAQ","PPrel","activation"
"2","CHRM3","GNAQ","PPrel","activation"
"3","PRKACA","EZR","PPrel","activation"
"4","PRKACA","EZR","PPrel","phosphorylation"
"5","PRKACB","EZR","PPrel","activation"
"6","PRKACB","EZR","PPrel","phosphorylation"
"7","PRKACG","EZR","PPrel","activation"
"8","PRKACG","EZR","PPrel","phosphorylation"
"9","GNAQ","PLCB1","PPrel","activation"
"10","GNAQ","PLCB2","PPrel","activation"
"11","GNAQ","PLCB3","PPrel","activation"
"12","GNAQ","PLCB4","PPrel","activation"
"13","HRH2","GNAS","PPrel","activation"
"14","PRKCA","EZR","PPrel","activation"
"15","PRKCA","EZR","PPrel","phosphorylation"
"16","PRKCB","EZR","PPrel","activation"
"17","PRKCB","EZR","PPrel","phosphorylation"
"18","PRKCG","EZR","PPrel","activation"
"19","PRKCG","EZR","PPrel","phosphorylation"
"20","GAST","CCKBR","PPrel","activation"
"21","GNAS","ADCY1","PPrel","activation"
"22","GNAS","ADCY2","PPrel","activation"
"23","GNAS","ADCY3","PPrel","activation"
"24","GNAS","ADCY5","PPrel","activation"
"25","GNAS","ADCY6","PPrel","activation"
"26","GNAS","ADCY7","PPrel","activation"
"27","GNAS","ADCY8","PPrel","activation"
"28","GNAS","ADCY9","PPrel","activation"
"29","GNAS","ADCY4","PPrel","activation"
"30","EZR","ACTB","PPrel","binding/association"
"31","EZR","ACTG1","PPrel","binding/association"
"32","GNAI1","ADCY1","PPrel","inhibition"
"33","GNAI1","ADCY2","PPrel","inhibition"
"34","GNAI1","ADCY3","PPrel","inhibition"
"35","GNAI1","ADCY5","PPrel","inhibition"
"36","GNAI1","ADCY6","PPrel","inhibition"
"37","GNAI1","ADCY7","PPrel","inhibition"
"38","GNAI1","ADCY8","PPrel","inhibition"
"39","GNAI1","ADCY9","PPrel","inhibition"
"40","GNAI1","ADCY4","PPrel","inhibition"
"41","GNAI2","ADCY1","PPrel","inhibition"
"42","GNAI2","ADCY2","PPrel","inhibition"
"43","GNAI2","ADCY3","PPrel","inhibition"
"44","GNAI2","ADCY5","PPrel","inhibition"
"45","GNAI2","ADCY6","PPrel","inhibition"
"46","GNAI2","ADCY7","PPrel","inhibition"
"47","GNAI2","ADCY8","PPrel","inhibition"
"48","GNAI2","ADCY9","PPrel","inhibition"
"49","GNAI2","ADCY4","PPrel","inhibition"
"50","GNAI3","ADCY1","PPrel","inhibition"
"51","GNAI3","ADCY2","PPrel","inhibition"
"52","GNAI3","ADCY3","PPrel","inhibition"
"53","GNAI3","ADCY5","PPrel","inhibition"
"54","GNAI3","ADCY6","PPrel","inhibition"
"55","GNAI3","ADCY7","PPrel","inhibition"
"56","GNAI3","ADCY8","PPrel","inhibition"
"57","GNAI3","ADCY9","PPrel","inhibition"
"58","GNAI3","ADCY4","PPrel","inhibition"
"59","SSTR2","GNAI1","PPrel","activation"
"60","SSTR2","GNAI2","PPrel","activation"
"61","SSTR2","GNAI3","PPrel","activation"
"62","SST","SSTR2","PPrel","activation"
"63","CALML6","CAMK2A","PPrel","activation"
"64","CALML6","CAMK2B","PPrel","activation"
"65","CALML6","CAMK2D","PPrel","activation"
"66","CALML6","CAMK2G","PPrel","activation"
"67","CALML6","MYLK4","PPrel","activation"
"68","CALML6","MYLK","PPrel","activation"
"69","CALML6","MYLK2","PPrel","activation"
"70","CALML6","MYLK3","PPrel","activation"
"71","CALML5","CAMK2A","PPrel","activation"
"72","CALML5","CAMK2B","PPrel","activation"
"73","CALML5","CAMK2D","PPrel","activation"
"74","CALML5","CAMK2G","PPrel","activation"
"75","CALML5","MYLK4","PPrel","activation"
"76","CALML5","MYLK","PPrel","activation"
"77","CALML5","MYLK2","PPrel","activation"
"78","CALML5","MYLK3","PPrel","activation"
"79","CALM1","CAMK2A","PPrel","activation"
"80","CALM1","CAMK2B","PPrel","activation"
"81","CALM1","CAMK2D","PPrel","activation"
"82","CALM1","CAMK2G","PPrel","activation"
"83","CALM1","MYLK4","PPrel","activation"
"84","CALM1","MYLK","PPrel","activation"
"85","CALM1","MYLK2","PPrel","activation"
"86","CALM1","MYLK3","PPrel","activation"
"87","CALM2","CAMK2A","PPrel","activation"
"88","CALM2","CAMK2B","PPrel","activation"
"89","CALM2","CAMK2D","PPrel","activation"
"90","CALM2","CAMK2G","PPrel","activation"
"91","CALM2","MYLK4","PPrel","activation"
"92","CALM2","MYLK","PPrel","activation"
"93","CALM2","MYLK2","PPrel","activation"
"94","CALM2","MYLK3","PPrel","activation"
"95","CALM3","CAMK2A","PPrel","activation"
"96","CALM3","CAMK2B","PPrel","activation"
"97","CALM3","CAMK2D","PPrel","activation"
"98","CALM3","CAMK2G","PPrel","activation"
"99","CALM3","MYLK4","PPrel","activation"
"100","CALM3","MYLK","PPrel","activation"
"101","CALM3","MYLK2","PPrel","activation"
"102","CALM3","MYLK3","PPrel","activation"
"103","CALML3","CAMK2A","PPrel","activation"
"104","CALML3","CAMK2B","PPrel","activation"
"105","CALML3","CAMK2D","PPrel","activation"
"106","CALML3","CAMK2G","PPrel","activation"
"107","CALML3","MYLK4","PPrel","activation"
"108","CALML3","MYLK","PPrel","activation"
"109","CALML3","MYLK2","PPrel","activation"
"110","CALML3","MYLK3","PPrel","activation"
"111","CALML4","CAMK2A","PPrel","activation"
"112","CALML4","CAMK2B","PPrel","activation"
"113","CALML4","CAMK2D","PPrel","activation"
"114","CALML4","CAMK2G","PPrel","activation"
"115","CALML4","MYLK4","PPrel","activation"
"116","CALML4","MYLK","PPrel","activation"
"117","CALML4","MYLK2","PPrel","activation"
"118","CALML4","MYLK3","PPrel","activation"
