"","from","to","type","subtype"
"1","LTBP1","TGFB1","PPrel","inhibition"
"2","LTBP1","TGFB2","PPrel","inhibition"
"3","LTBP1","TGFB3","PPrel","inhibition"
"4","THBS1","LTBP1","PPrel","inhibition"
"5","CUL1","SMAD2","PPrel","inhibition"
"6","CUL1","SMAD3","PPrel","inhibition"
"7","RBX1","SMAD2","PPrel","inhibition"
"8","RBX1","SMAD3","PPrel","inhibition"
"9","SMAD4","HAMP","GErel","expression"
"10","SMAD4","ID1","GErel","expression"
"11","SMAD4","ID2","GErel","expression"
"12","SMAD4","ID3","GErel","expression"
"13","SMAD4","ID4","GErel","expression"
"14","SMAD4","PITX2","GErel","expression"
"15","SMAD4","TFDP1","PPrel","activation"
"16","SMAD4","E2F4","PPrel","activation"
"17","SMAD4","E2F5","PPrel","activation"
"18","SMAD4","RBL1","PPrel","activation"
"19","ACVR1C","SMAD2","PPrel","activation"
"20","ACVR1C","SMAD2","PPrel","phosphorylation"
"21","ACVR1C","SMAD3","PPrel","activation"
"22","ACVR1C","SMAD3","PPrel","phosphorylation"
"23","ACVR1B","SMAD2","PPrel","activation"
"24","ACVR1B","SMAD2","PPrel","phosphorylation"
"25","ACVR1B","SMAD3","PPrel","activation"
"26","ACVR1B","SMAD3","PPrel","phosphorylation"
"27","SMAD2","SMAD4","PPrel","activation"
"28","SMAD2","PITX2","GErel","expression"
"29","SMAD2","TFDP1","PPrel","activation"
"30","SMAD2","E2F4","PPrel","activation"
"31","SMAD2","E2F5","PPrel","activation"
"32","SMAD2","RBL1","PPrel","activation"
"33","SMAD3","SMAD4","PPrel","activation"
"34","SMAD3","PITX2","GErel","expression"
"35","SMAD3","TFDP1","PPrel","activation"
"36","SMAD3","E2F4","PPrel","activation"
"37","SMAD3","E2F5","PPrel","activation"
"38","SMAD3","RBL1","PPrel","activation"
"39","NODAL","ACVR2A","PPrel","activation"
"40","NODAL","ACVR2B","PPrel","activation"
"41","SMAD6","SMAD2","PPrel","inhibition"
"42","SMAD6","SMAD3","PPrel","inhibition"
"43","SMAD6","SMAD1","PPrel","inhibition"
"44","SMAD6","SMAD5","PPrel","inhibition"
"45","SMAD6","SMAD9","PPrel","inhibition"
"46","SMAD6","SMURF1","PPrel","binding/association"
"47","SMAD6","SMURF2","PPrel","binding/association"
"48","SMAD7","SMAD2","PPrel","inhibition"
"49","SMAD7","SMAD3","PPrel","inhibition"
"50","SMAD7","SMAD1","PPrel","inhibition"
"51","SMAD7","SMAD5","PPrel","inhibition"
"52","SMAD7","SMAD9","PPrel","inhibition"
"53","SMAD7","SMURF1","PPrel","binding/association"
"54","SMAD7","SMURF2","PPrel","binding/association"
"55","SP1","CDKN2B","GErel","expression"
"56","CREBBP","CDKN2B","GErel","expression"
"57","EP300","CDKN2B","GErel","expression"
"58","MYC","CDKN2B","PPrel","inhibition"
"59","TFDP1","MYC","GErel","repression"
"60","E2F4","MYC","GErel","repression"
"61","E2F5","MYC","GErel","repression"
"62","RBL1","MYC","GErel","repression"
"63","ACVR1","SMAD1","PPrel","activation"
"64","ACVR1","SMAD1","PPrel","phosphorylation"
"65","ACVR1","SMAD5","PPrel","activation"
"66","ACVR1","SMAD5","PPrel","phosphorylation"
"67","ACVR1","SMAD9","PPrel","activation"
"68","ACVR1","SMAD9","PPrel","phosphorylation"
"69","ACVR1","BMPR2","PPrel","binding/association"
"70","ACVR1","ACVR2A","PPrel","binding/association"
"71","ACVR1","SMAD2","PPrel","activation"
"72","ACVR1","SMAD2","PPrel","phosphorylation"
"73","ACVR1","SMAD3","PPrel","activation"
"74","ACVR1","SMAD3","PPrel","phosphorylation"
"75","ACVR1","HJV","PPrel","binding/association"
"76","ACVR1","NEO1","PPrel","binding/association"
"77","INHBA","ACVR2A","PPrel","activation"
"78","INHBA","ACVR2B","PPrel","activation"
"79","INHBA","TGFB1","PPrel","inhibition"
"80","INHBA","TGFB2","PPrel","inhibition"
"81","INHBA","TGFB3","PPrel","inhibition"
"82","INHBA","NODAL","PPrel","inhibition"
"83","INHBB","ACVR2A","PPrel","activation"
"84","INHBB","ACVR2B","PPrel","activation"
"85","INHBB","TGFB1","PPrel","inhibition"
"86","INHBB","TGFB2","PPrel","inhibition"
"87","INHBB","TGFB3","PPrel","inhibition"
"88","INHBB","NODAL","PPrel","inhibition"
"89","INHBB","BMPR1A","PPrel","activation"
"90","INHBB","BMPR1B","PPrel","activation"
"91","INHBB","ACVR1","PPrel","activation"
"92","INHBC","ACVR2A","PPrel","activation"
"93","INHBC","ACVR2B","PPrel","activation"
"94","INHBC","TGFB1","PPrel","inhibition"
"95","INHBC","TGFB2","PPrel","inhibition"
"96","INHBC","TGFB3","PPrel","inhibition"
"97","INHBC","NODAL","PPrel","inhibition"
"98","INHBE","ACVR2A","PPrel","activation"
"99","INHBE","ACVR2B","PPrel","activation"
"100","INHBE","TGFB1","PPrel","inhibition"
"101","INHBE","TGFB2","PPrel","inhibition"
"102","INHBE","TGFB3","PPrel","inhibition"
"103","INHBE","NODAL","PPrel","inhibition"
"104","FST","INHBA","PPrel","inhibition"
"105","FST","INHBB","PPrel","inhibition"
"106","FST","INHBC","PPrel","inhibition"
"107","FST","INHBE","PPrel","inhibition"
"108","LEFTY1","TGFB1","PPrel","inhibition"
"109","LEFTY1","TGFB2","PPrel","inhibition"
"110","LEFTY1","TGFB3","PPrel","inhibition"
"111","LEFTY1","NODAL","PPrel","inhibition"
