"","from","to","type","subtype"
"1","GRM7","GNB5","PCrel","activation"
"2","GRM7","GNAI1","PCrel","activation"
"3","GRM7","GNAI2","PCrel","activation"
"4","GRM7","GNAI3","PCrel","activation"
"5","GRM7","GNAO1","PCrel","activation"
"6","GRM7","GNB1","PCrel","activation"
"7","GRM7","GNB2","PCrel","activation"
"8","GRM7","GNB3","PCrel","activation"
"9","GRM7","GNG3","PCrel","activation"
"10","GRM7","GNG4","PCrel","activation"
"11","GRM7","GNG5","PCrel","activation"
"12","GRM7","GNG7","PCrel","activation"
"13","GRM7","GNG10","PCrel","activation"
"14","GRM7","GNG11","PCrel","activation"
"15","GRM7","GNGT1","PCrel","activation"
"16","GRM7","GNGT2","PCrel","activation"
"17","GRM7","GNG13","PCrel","activation"
"18","GRM7","GNG2","PCrel","activation"
"19","GRM7","GNG12","PCrel","activation"
"20","GRM7","GNB4","PCrel","activation"
"21","GRM7","GNG8","PCrel","activation"
"22","GRM8","GNB5","PCrel","activation"
"23","GRM8","GNAI1","PCrel","activation"
"24","GRM8","GNAI2","PCrel","activation"
"25","GRM8","GNAI3","PCrel","activation"
"26","GRM8","GNAO1","PCrel","activation"
"27","GRM8","GNB1","PCrel","activation"
"28","GRM8","GNB2","PCrel","activation"
"29","GRM8","GNB3","PCrel","activation"
"30","GRM8","GNG3","PCrel","activation"
"31","GRM8","GNG4","PCrel","activation"
"32","GRM8","GNG5","PCrel","activation"
"33","GRM8","GNG7","PCrel","activation"
"34","GRM8","GNG10","PCrel","activation"
"35","GRM8","GNG11","PCrel","activation"
"36","GRM8","GNGT1","PCrel","activation"
"37","GRM8","GNGT2","PCrel","activation"
"38","GRM8","GNG13","PCrel","activation"
"39","GRM8","GNG2","PCrel","activation"
"40","GRM8","GNG12","PCrel","activation"
"41","GRM8","GNB4","PCrel","activation"
"42","GRM8","GNG8","PCrel","activation"
"43","GRIN3A","DLG4","PCrel","binding/association"
"44","GRIN3B","DLG4","PCrel","binding/association"
"45","GRIN1","DLG4","PCrel","binding/association"
"46","GRIN2A","DLG4","PCrel","binding/association"
"47","GRIN2B","DLG4","PCrel","binding/association"
"48","GRIN2C","DLG4","PCrel","binding/association"
"49","GRIN2D","DLG4","PCrel","binding/association"
"50","GRM1","GRIN3A","PCrel","activation"
"51","GRM1","GRIN3B","PCrel","activation"
