"","from","to","type","subtype"
"1","RYR2","CASQ2","PPrel","binding/association"
"2","TNNC1","TNNI3","PPrel","binding/association"
"3","TNNC1","TNNT2","PPrel","binding/association"
"4","TNNI3","TNNT2","PPrel","binding/association"
"5","TNNI3","ACTC1","PPrel","binding/association"
"6","TNNT2","TPM1","PPrel","binding/association"
"7","TNNT2","TPM2","PPrel","binding/association"
"8","TNNT2","TPM3","PPrel","binding/association"
"9","TNNT2","TPM4","PPrel","binding/association"
"10","TNNT2","TNNC1","PPrel","binding/association"
"11","ACTC1","MYH6","PPrel","binding/association"
"12","ACTC1","MYH7","PPrel","binding/association"
"13","ACTC1","MYL2","PPrel","binding/association"
"14","ACTC1","MYL3","PPrel","binding/association"
"15","ACTC1","MYL4","PPrel","binding/association"
"16","TPM1","ACTC1","PPrel","binding/association"
"17","TPM2","ACTC1","PPrel","binding/association"
"18","TPM3","ACTC1","PPrel","binding/association"
"19","TPM4","ACTC1","PPrel","binding/association"
"20","TRDN","HRC","PPrel","binding/association"
"21","TRDN","CASQ2","PPrel","binding/association"
"22","ASPH","CASQ2","PPrel","binding/association"
"23","HRC","ATP2A1","PPrel","binding/association"
"24","HRC","ATP2A2","PPrel","binding/association"
"25","HRC","ATP2A3","PPrel","binding/association"
