"","from","to","type","subtype"
"1","PAPSS2","SUOX","ECrel","compound"
"2","PAPSS2","PAPSS2","ECrel","compound"
"3","PAPSS2","PAPSS1","ECrel","compound"
"4","PAPSS2","BPNT1","ECrel","compound"
"5","PAPSS2","BPNT2","ECrel","compound"
"6","PAPSS1","SUOX","ECrel","compound"
"7","PAPSS1","PAPSS2","ECrel","compound"
"8","PAPSS1","PAPSS1","ECrel","compound"
"9","PAPSS1","BPNT1","ECrel","compound"
"10","PAPSS1","BPNT2","ECrel","compound"
"11","SELENBP1","SQOR","ECrel","compound"
"12","SQOR","ETHE1","ECrel","compound"
"13","ETHE1","MPST","ECrel","compound"
"14","ETHE1","TST","ECrel","compound"
"15","ETHE1","SUOX","ECrel","compound"
"16","MPST","SUOX","ECrel","compound"
"17","TST","SUOX","ECrel","compound"
