"","from","to","type","subtype"
"1","SIAH1","CYCS","PPrel","indirect effect"
"2","IGFBP3","IGF1","PPrel","inhibition"
"3","GADD45G","CDK1","PPrel","inhibition"
"4","GADD45G","CCNB1","PPrel","inhibition"
"5","GADD45G","CCNB2","PPrel","inhibition"
"6","GADD45A","CDK1","PPrel","inhibition"
"7","GADD45A","CCNB1","PPrel","inhibition"
"8","GADD45A","CCNB2","PPrel","inhibition"
"9","GADD45B","CDK1","PPrel","inhibition"
"10","GADD45B","CCNB1","PPrel","inhibition"
"11","GADD45B","CCNB2","PPrel","inhibition"
"12","MDM4","MDM2","PPrel","activation"
"13","MDM4","TP53","PPrel","inhibition"
"14","CHEK1","TP53","PPrel","activation"
"15","CHEK1","TP53","PPrel","phosphorylation"
"16","ATR","CHEK1","PPrel","activation"
"17","ATR","CHEK1","PPrel","phosphorylation"
"18","ATR","TP53","PPrel","activation"
"19","ATR","TP53","PPrel","phosphorylation"
"20","CHEK2","TP53","PPrel","activation"
"21","CHEK2","TP53","PPrel","phosphorylation"
"22","ATM","CHEK2","PPrel","activation"
"23","ATM","CHEK2","PPrel","phosphorylation"
"24","ATM","TP53","PPrel","activation"
"25","ATM","TP53","PPrel","phosphorylation"
"26","SFN","CDK1","PPrel","inhibition"
"27","SFN","CCNB1","PPrel","inhibition"
"28","SFN","CCNB2","PPrel","inhibition"
"29","CDKN2A","MDM2","PPrel","inhibition"
"30","CDKN1A","CDK4","PPrel","inhibition"
"31","CDKN1A","CDK6","PPrel","inhibition"
"32","CDKN1A","CCND1","PPrel","inhibition"
"33","CDKN1A","CCND2","PPrel","inhibition"
"34","CDKN1A","CCND3","PPrel","inhibition"
"35","CDKN1A","CDK2","PPrel","inhibition"
"36","CDKN1A","CCNE1","PPrel","inhibition"
"37","CDKN1A","CCNE2","PPrel","inhibition"
"38","BID","CYCS","PPrel","indirect effect"
"39","TNFRSF10B","CASP8","PPrel","indirect effect"
"40","TNFRSF10A","CASP8","PPrel","indirect effect"
"41","CASP8","CASP3","PPrel","activation"
"42","APAF1","CASP9","PPrel","activation"
"43","CYCS","CASP9","PPrel","activation"
"44","CASP9","CASP3","PPrel","activation"
"45","TP53","MDM2","PPrel","activation"
"46","TP53","CDKN1A","GErel","expression"
"47","TP53","SFN","GErel","expression"
"48","TP53","RPRM","GErel","expression"
"49","TP53","GADD45G","GErel","expression"
"50","TP53","GADD45A","GErel","expression"
"51","TP53","GADD45B","GErel","expression"
"52","TP53","GTSE1","GErel","expression"
"53","TP53","FAS","GErel","expression"
"54","TP53","PIDD1","GErel","expression"
"55","TP53","TNFRSF10B","GErel","expression"
"56","TP53","TNFRSF10A","GErel","expression"
"57","TP53","BAX","GErel","expression"
"58","TP53","PMAIP1","GErel","expression"
"59","TP53","EI24","GErel","expression"
"60","TP53","TP53I3","GErel","expression"
"61","TP53","SHISA5","GErel","expression"
"62","TP53","PERP","GErel","expression"
"63","TP53","ZMAT3","GErel","expression"
"64","TP53","SIAH1","GErel","expression"
"65","TP53","IGFBP3","GErel","expression"
"66","TP53","SERPINE1","GErel","expression"
"67","TP53","ADGRB1","GErel","expression"
"68","TP53","CD82","GErel","expression"
"69","TP53","THBS1","GErel","expression"
"70","TP53","SERPINB5","GErel","expression"
"71","TP53","DDB2","GErel","expression"
"72","TP53","RRM2B","GErel","expression"
"73","TP53","RRM2","GErel","expression"
"74","TP53","SESN3","GErel","expression"
"75","TP53","SESN1","GErel","expression"
"76","TP53","SESN2","GErel","expression"
"77","TP53","PTEN","GErel","expression"
"78","TP53","TSC2","GErel","expression"
"79","TP53","STEAP3","GErel","expression"
"80","TP53","COP1","GErel","expression"
"81","TP53","RCHY1","GErel","expression"
"82","TP53","CCNG1","GErel","expression"
"83","TP53","CCNG2","GErel","expression"
"84","TP53","PPM1D","GErel","expression"
"85","TP53","TP73","GErel","expression"
"86","TP53","SIVA1","GErel","expression"
"87","TP53","AIFM2","GErel","expression"
"88","TP53","ZNF385A","GErel","expression"
"89","TP53AIP1","CYCS","PPrel","indirect effect"
"90","BBC3","TP53","GErel","expression"
"91","BBC3","TP53AIP1","GErel","expression"
"92","SIVA1","BCL2L1","PPrel","inhibition"
"93","SIVA1","BCL2","PPrel","inhibition"
"94","BCL2L1","BAX","PPrel","inhibition"
"95","BCL2","BAX","PPrel","inhibition"
"96","PPP1R13L","TP53","PPrel","inhibition"
