"","from","to","type","subtype"
"1","IGF1R","P3R3URF-PIK3R3","PPrel","indirect effect"
"2","IGF1R","PIK3CA","PPrel","indirect effect"
"3","IGF1R","PIK3CB","PPrel","indirect effect"
"4","IGF1R","PIK3CD","PPrel","indirect effect"
"5","IGF1R","PIK3R1","PPrel","indirect effect"
"6","IGF1R","PIK3R2","PPrel","indirect effect"
"7","IGF1R","PIK3R3","PPrel","indirect effect"
"8","IGF1R","KRAS","PPrel","indirect effect"
"9","IGF1","IGF1R","PPrel","activation"
"10","INS","IGF1R","PPrel","activation"
"11","MOS","MAP2K1","PPrel","activation"
"12","MOS","MAP2K1","PPrel","phosphorylation"
"13","ADCY1","PRKACA","PPrel","compound"
"14","ADCY1","PRKACB","PPrel","compound"
"15","ADCY1","PRKACG","PPrel","compound"
"16","ADCY2","PRKACA","PPrel","compound"
"17","ADCY2","PRKACB","PPrel","compound"
"18","ADCY2","PRKACG","PPrel","compound"
"19","ADCY3","PRKACA","PPrel","compound"
"20","ADCY3","PRKACB","PPrel","compound"
"21","ADCY3","PRKACG","PPrel","compound"
"22","ADCY5","PRKACA","PPrel","compound"
"23","ADCY5","PRKACB","PPrel","compound"
"24","ADCY5","PRKACG","PPrel","compound"
"25","ADCY6","PRKACA","PPrel","compound"
"26","ADCY6","PRKACB","PPrel","compound"
"27","ADCY6","PRKACG","PPrel","compound"
"28","ADCY7","PRKACA","PPrel","compound"
"29","ADCY7","PRKACB","PPrel","compound"
"30","ADCY7","PRKACG","PPrel","compound"
"31","ADCY8","PRKACA","PPrel","compound"
"32","ADCY8","PRKACB","PPrel","compound"
"33","ADCY8","PRKACG","PPrel","compound"
"34","ADCY9","PRKACA","PPrel","compound"
"35","ADCY9","PRKACB","PPrel","compound"
"36","ADCY9","PRKACG","PPrel","compound"
"37","ADCY4","PRKACA","PPrel","compound"
"38","ADCY4","PRKACB","PPrel","compound"
"39","ADCY4","PRKACG","PPrel","compound"
"40","CCNB1","CDK1","PPrel","binding/association"
"41","KRAS","ARAF","PPrel","activation"
"42","KRAS","RAF1","PPrel","activation"
"43","KRAS","BRAF","PPrel","activation"
"44","P3R3URF-PIK3R3","AKT3","PPrel","compound"
"45","P3R3URF-PIK3R3","AKT1","PPrel","compound"
"46","P3R3URF-PIK3R3","AKT2","PPrel","compound"
"47","PIK3CA","AKT3","PPrel","compound"
"48","PIK3CA","AKT1","PPrel","compound"
"49","PIK3CA","AKT2","PPrel","compound"
"50","PIK3CB","AKT3","PPrel","compound"
"51","PIK3CB","AKT1","PPrel","compound"
"52","PIK3CB","AKT2","PPrel","compound"
"53","PIK3CD","AKT3","PPrel","compound"
"54","PIK3CD","AKT1","PPrel","compound"
"55","PIK3CD","AKT2","PPrel","compound"
"56","PIK3R1","AKT3","PPrel","compound"
"57","PIK3R1","AKT1","PPrel","compound"
"58","PIK3R1","AKT2","PPrel","compound"
"59","PIK3R2","AKT3","PPrel","compound"
"60","PIK3R2","AKT1","PPrel","compound"
"61","PIK3R2","AKT2","PPrel","compound"
"62","PIK3R3","AKT3","PPrel","compound"
"63","PIK3R3","AKT1","PPrel","compound"
"64","PIK3R3","AKT2","PPrel","compound"
"65","AKT3","PDE3B","PPrel","activation"
"66","AKT3","PDE3B","PPrel","phosphorylation"
"67","AKT1","PDE3B","PPrel","activation"
"68","AKT1","PDE3B","PPrel","phosphorylation"
"69","AKT2","PDE3B","PPrel","activation"
"70","AKT2","PDE3B","PPrel","phosphorylation"
