"","from","to","type","subtype"
"1","AR","KLK3","GErel","expression"
"2","AR","AR","PPrel","activation"
"3","NFKB1","NFKBIA","PPrel","dissociation"
"4","NFKB1","BCL2","GErel","expression"
"5","RELA","NFKBIA","PPrel","dissociation"
"6","RELA","BCL2","GErel","expression"
"7","CDKN1B","CDK2","PPrel","missing interaction"
"8","CDKN1B","CCNE1","PPrel","missing interaction"
"9","CDKN1B","CCNE2","PPrel","missing interaction"
"10","NKX3-1","AKT3","PPrel","missing interaction"
"11","NKX3-1","AKT1","PPrel","missing interaction"
"12","NKX3-1","AKT2","PPrel","missing interaction"
"13","LEF1","CCND1","GErel","expression"
"14","TCF7","CCND1","GErel","expression"
"15","TCF7L2","CCND1","GErel","expression"
"16","TCF7L1","CCND1","GErel","expression"
"17","CREBBP","TP53","PPrel","missing interaction"
"18","EP300","TP53","PPrel","missing interaction"
"19","MDM2","TP53","PPrel","inhibition"
"20","CDK2","RB1","PPrel","activation"
"21","CDK2","RB1","PPrel","phosphorylation"
"22","CTNNB1","CREBBP","PPrel","inhibition"
"23","CTNNB1","EP300","PPrel","inhibition"
"24","CTNNB1","LEF1","PPrel","activation"
"25","CTNNB1","TCF7","PPrel","activation"
"26","CTNNB1","TCF7L2","PPrel","activation"
"27","CTNNB1","TCF7L1","PPrel","activation"
"28","E2F1","RB1","PPrel","dissociation"
"29","E2F2","RB1","PPrel","dissociation"
"30","E2F3","RB1","PPrel","dissociation"
"31","HRAS","ARAF","PPrel","activation"
"32","HRAS","RAF1","PPrel","activation"
"33","HRAS","BRAF","PPrel","activation"
"34","KRAS","ARAF","PPrel","activation"
"35","KRAS","RAF1","PPrel","activation"
"36","KRAS","BRAF","PPrel","activation"
"37","NRAS","ARAF","PPrel","activation"
"38","NRAS","RAF1","PPrel","activation"
"39","NRAS","BRAF","PPrel","activation"
"40","EGFR","P3R3URF-PIK3R3","PPrel","activation"
"41","EGFR","PIK3CA","PPrel","activation"
"42","EGFR","PIK3CB","PPrel","activation"
"43","EGFR","PIK3CD","PPrel","activation"
"44","EGFR","PIK3R1","PPrel","activation"
"45","EGFR","PIK3R2","PPrel","activation"
"46","EGFR","PIK3R3","PPrel","activation"
"47","EGFR","GRB2","PPrel","activation"
"48","ERBB2","P3R3URF-PIK3R3","PPrel","activation"
"49","ERBB2","PIK3CA","PPrel","activation"
"50","ERBB2","PIK3CB","PPrel","activation"
"51","ERBB2","PIK3CD","PPrel","activation"
"52","ERBB2","PIK3R1","PPrel","activation"
"53","ERBB2","PIK3R2","PPrel","activation"
"54","ERBB2","PIK3R3","PPrel","activation"
"55","ERBB2","GRB2","PPrel","activation"
"56","FGFR1","P3R3URF-PIK3R3","PPrel","activation"
"57","FGFR1","PIK3CA","PPrel","activation"
"58","FGFR1","PIK3CB","PPrel","activation"
"59","FGFR1","PIK3CD","PPrel","activation"
"60","FGFR1","PIK3R1","PPrel","activation"
"61","FGFR1","PIK3R2","PPrel","activation"
"62","FGFR1","PIK3R3","PPrel","activation"
"63","FGFR1","GRB2","PPrel","activation"
"64","FGFR2","P3R3URF-PIK3R3","PPrel","activation"
"65","FGFR2","PIK3CA","PPrel","activation"
"66","FGFR2","PIK3CB","PPrel","activation"
"67","FGFR2","PIK3CD","PPrel","activation"
"68","FGFR2","PIK3R1","PPrel","activation"
"69","FGFR2","PIK3R2","PPrel","activation"
"70","FGFR2","PIK3R3","PPrel","activation"
"71","FGFR2","GRB2","PPrel","activation"
"72","IGF1R","P3R3URF-PIK3R3","PPrel","activation"
"73","IGF1R","PIK3CA","PPrel","activation"
"74","IGF1R","PIK3CB","PPrel","activation"
"75","IGF1R","PIK3CD","PPrel","activation"
"76","IGF1R","PIK3R1","PPrel","activation"
"77","IGF1R","PIK3R2","PPrel","activation"
"78","IGF1R","PIK3R3","PPrel","activation"
"79","IGF1R","GRB2","PPrel","activation"
"80","INSRR","P3R3URF-PIK3R3","PPrel","activation"
"81","INSRR","PIK3CA","PPrel","activation"
"82","INSRR","PIK3CB","PPrel","activation"
"83","INSRR","PIK3CD","PPrel","activation"
"84","INSRR","PIK3R1","PPrel","activation"
"85","INSRR","PIK3R2","PPrel","activation"
"86","INSRR","PIK3R3","PPrel","activation"
"87","INSRR","GRB2","PPrel","activation"
"88","PDGFRA","P3R3URF-PIK3R3","PPrel","activation"
"89","PDGFRA","PIK3CA","PPrel","activation"
"90","PDGFRA","PIK3CB","PPrel","activation"
"91","PDGFRA","PIK3CD","PPrel","activation"
"92","PDGFRA","PIK3R1","PPrel","activation"
"93","PDGFRA","PIK3R2","PPrel","activation"
"94","PDGFRA","PIK3R3","PPrel","activation"
"95","PDGFRA","GRB2","PPrel","activation"
"96","PDGFRB","P3R3URF-PIK3R3","PPrel","activation"
"97","PDGFRB","PIK3CA","PPrel","activation"
"98","PDGFRB","PIK3CB","PPrel","activation"
"99","PDGFRB","PIK3CD","PPrel","activation"
"100","PDGFRB","PIK3R1","PPrel","activation"
"101","PDGFRB","PIK3R2","PPrel","activation"
"102","PDGFRB","PIK3R3","PPrel","activation"
"103","PDGFRB","GRB2","PPrel","activation"
"104","CHUK","NFKBIA","PPrel","activation"
"105","CHUK","NFKBIA","PPrel","phosphorylation"
"106","IKBKB","NFKBIA","PPrel","activation"
"107","IKBKB","NFKBIA","PPrel","phosphorylation"
"108","IKBKG","NFKBIA","PPrel","activation"
"109","IKBKG","NFKBIA","PPrel","phosphorylation"
"110","CREB3","CREBBP","PPrel","inhibition"
"111","CREB3","EP300","PPrel","inhibition"
"112","CREB1","CREBBP","PPrel","inhibition"
"113","CREB1","EP300","PPrel","inhibition"
"114","CREB3L4","CREBBP","PPrel","inhibition"
"115","CREB3L4","EP300","PPrel","inhibition"
"116","ATF4","CREBBP","PPrel","inhibition"
"117","ATF4","EP300","PPrel","inhibition"
"118","CREB3L2","CREBBP","PPrel","inhibition"
"119","CREB3L2","EP300","PPrel","inhibition"
"120","CREB3L3","CREBBP","PPrel","inhibition"
"121","CREB3L3","EP300","PPrel","inhibition"
"122","CREB3L1","CREBBP","PPrel","inhibition"
"123","CREB3L1","EP300","PPrel","inhibition"
"124","CREB5","CREBBP","PPrel","inhibition"
"125","CREB5","EP300","PPrel","inhibition"
"126","CCNE1","RB1","PPrel","activation"
"127","CCNE1","RB1","PPrel","phosphorylation"
"128","CCNE2","RB1","PPrel","activation"
"129","CCNE2","RB1","PPrel","phosphorylation"
"130","EGF","EGFR","PPrel","activation"
"131","EGF","ERBB2","PPrel","activation"
"132","EGF","FGFR1","PPrel","activation"
"133","EGF","FGFR2","PPrel","activation"
"134","EGF","IGF1R","PPrel","activation"
"135","EGF","INSRR","PPrel","activation"
"136","EGF","PDGFRA","PPrel","activation"
"137","EGF","PDGFRB","PPrel","activation"
"138","IGF1","EGFR","PPrel","activation"
"139","IGF1","ERBB2","PPrel","activation"
"140","IGF1","FGFR1","PPrel","activation"
