"","from","to","type","subtype"
"1","MIR133A1","MCL1","PPrel","inhibition"
"2","MIR133A1","BCL2L2","PPrel","inhibition"
"3","MIR133A2","MCL1","PPrel","inhibition"
"4","MIR133A2","BCL2L2","PPrel","inhibition"
"5","MIR133B","MCL1","PPrel","inhibition"
"6","MIR133B","BCL2L2","PPrel","inhibition"
"7","MIRLET7A1","KRAS","PPrel","inhibition"
"8","MIRLET7A1","CDK6","PPrel","inhibition"
"9","MIRLET7A1","CDC25A","PPrel","inhibition"
"10","MIRLET7A1","CDC25B","PPrel","inhibition"
"11","MIRLET7A1","CDC25C","PPrel","inhibition"
"12","MIRLET7A1","HMGA2","PPrel","inhibition"
"13","MIRLET7A1","MIR107","PPrel","inhibition"
"14","MIRLET7A1","HRAS","PPrel","inhibition"
"15","MIRLET7A1","NRAS","PPrel","inhibition"
"16","MIRLET7A1","IGF2BP1","PPrel","inhibition"
"17","MIRLET7A1","TRIM71","PPrel","inhibition"
"18","MIRLET7A2","KRAS","PPrel","inhibition"
"19","MIRLET7A2","CDK6","PPrel","inhibition"
"20","MIRLET7A2","CDC25A","PPrel","inhibition"
"21","MIRLET7A2","CDC25B","PPrel","inhibition"
"22","MIRLET7A2","CDC25C","PPrel","inhibition"
"23","MIRLET7A2","HMGA2","PPrel","inhibition"
"24","MIRLET7A2","MIR107","PPrel","inhibition"
"25","MIRLET7A2","HRAS","PPrel","inhibition"
"26","MIRLET7A2","NRAS","PPrel","inhibition"
"27","MIRLET7A2","IGF2BP1","PPrel","inhibition"
"28","MIRLET7A2","TRIM71","PPrel","inhibition"
"29","MIRLET7A3","KRAS","PPrel","inhibition"
"30","MIRLET7A3","CDK6","PPrel","inhibition"
"31","MIRLET7A3","CDC25A","PPrel","inhibition"
"32","MIRLET7A3","CDC25B","PPrel","inhibition"
"33","MIRLET7A3","CDC25C","PPrel","inhibition"
"34","MIRLET7A3","HMGA2","PPrel","inhibition"
"35","MIRLET7A3","MIR107","PPrel","inhibition"
"36","MIRLET7A3","HRAS","PPrel","inhibition"
"37","MIRLET7A3","NRAS","PPrel","inhibition"
"38","MIRLET7A3","IGF2BP1","PPrel","inhibition"
"39","MIRLET7A3","TRIM71","PPrel","inhibition"
"40","MIRLET7B","KRAS","PPrel","inhibition"
"41","MIRLET7B","CDK6","PPrel","inhibition"
"42","MIRLET7B","CDC25A","PPrel","inhibition"
"43","MIRLET7B","CDC25B","PPrel","inhibition"
"44","MIRLET7B","CDC25C","PPrel","inhibition"
"45","MIRLET7B","HMGA2","PPrel","inhibition"
"46","MIRLET7B","MIR107","PPrel","inhibition"
"47","MIRLET7B","HRAS","PPrel","inhibition"
"48","MIRLET7B","NRAS","PPrel","inhibition"
"49","MIRLET7B","IGF2BP1","PPrel","inhibition"
"50","MIRLET7B","TRIM71","PPrel","inhibition"
"51","MIRLET7D","KRAS","PPrel","inhibition"
