"","from","to","type","subtype"
"1","CTNNB1","LEF1","PPrel","activation"
"2","CTNNB1","TCF7","PPrel","activation"
"3","CTNNB1","TCF7L2","PPrel","activation"
"4","CTNNB1","TCF7L1","PPrel","activation"
"5","HRAS","ARAF","PPrel","activation"
"6","HRAS","RAF1","PPrel","activation"
"7","HRAS","BRAF","PPrel","activation"
"8","KRAS","ARAF","PPrel","activation"
"9","KRAS","RAF1","PPrel","activation"
"10","KRAS","BRAF","PPrel","activation"
"11","NRAS","ARAF","PPrel","activation"
"12","NRAS","RAF1","PPrel","activation"
"13","NRAS","BRAF","PPrel","activation"
"14","APC2","CTNNB1","PPrel","missing interaction"
"15","APC","CTNNB1","PPrel","missing interaction"
"16","AXIN1","CTNNB1","PPrel","missing interaction"
"17","AXIN2","CTNNB1","PPrel","missing interaction"
"18","GSK3B","CTNNB1","PPrel","missing interaction"
"19","ILK","AKT3","PPrel","activation"
"20","ILK","AKT3","PPrel","phosphorylation"
"21","ILK","AKT1","PPrel","activation"
"22","ILK","AKT1","PPrel","phosphorylation"
"23","ILK","AKT2","PPrel","activation"
"24","ILK","AKT2","PPrel","phosphorylation"
"25","LEF1","MYC","GErel","expression"
"26","LEF1","CCND1","GErel","expression"
"27","TCF7","MYC","GErel","expression"
"28","TCF7","CCND1","GErel","expression"
"29","TCF7L2","MYC","GErel","expression"
"30","TCF7L2","CCND1","GErel","expression"
"31","TCF7L1","MYC","GErel","expression"
"32","TCF7L1","CCND1","GErel","expression"
"33","PDPK1","AKT3","PPrel","activation"
"34","PDPK1","AKT3","PPrel","phosphorylation"
"35","PDPK1","AKT1","PPrel","activation"
"36","PDPK1","AKT1","PPrel","phosphorylation"
"37","PDPK1","AKT2","PPrel","activation"
"38","PDPK1","AKT2","PPrel","phosphorylation"
"39","SOS1","HRAS","PPrel","activation"
"40","SOS1","KRAS","PPrel","activation"
"41","SOS1","NRAS","PPrel","activation"
"42","SOS2","HRAS","PPrel","activation"
"43","SOS2","KRAS","PPrel","activation"
"44","SOS2","NRAS","PPrel","activation"
"45","GRB2","SOS1","PPrel","activation"
"46","GRB2","SOS2","PPrel","activation"
"47","EGFR","P3R3URF-PIK3R3","PPrel","activation"
"48","EGFR","PIK3CA","PPrel","activation"
"49","EGFR","PIK3CB","PPrel","activation"
"50","EGFR","PIK3CD","PPrel","activation"
"51","EGFR","PIK3R1","PPrel","activation"
"52","EGFR","PIK3R2","PPrel","activation"
"53","EGFR","PIK3R3","PPrel","activation"
"54","EGFR","GRB2","PPrel","activation"
"55","AKT3","CASP9","PPrel","inhibition"
"56","AKT3","CASP9","PPrel","phosphorylation"
"57","AKT3","BAD","PPrel","inhibition"
"58","AKT3","BAD","PPrel","phosphorylation"
"59","AKT3","FOXO3","PPrel","inhibition"
"60","AKT3","FOXO3","PPrel","phosphorylation"
"61","AKT1","CASP9","PPrel","inhibition"
"62","AKT1","CASP9","PPrel","phosphorylation"
"63","AKT1","BAD","PPrel","inhibition"
"64","AKT1","BAD","PPrel","phosphorylation"
"65","AKT1","FOXO3","PPrel","inhibition"
"66","AKT1","FOXO3","PPrel","phosphorylation"
"67","AKT2","CASP9","PPrel","inhibition"
"68","AKT2","CASP9","PPrel","phosphorylation"
"69","AKT2","BAD","PPrel","inhibition"
"70","AKT2","BAD","PPrel","phosphorylation"
"71","AKT2","FOXO3","PPrel","inhibition"
"72","AKT2","FOXO3","PPrel","phosphorylation"
"73","P3R3URF-PIK3R3","PDPK1","PPrel","compound"
"74","P3R3URF-PIK3R3","ILK","PPrel","compound"
"75","PIK3CA","PDPK1","PPrel","compound"
"76","PIK3CA","ILK","PPrel","compound"
"77","PIK3CB","PDPK1","PPrel","compound"
"78","PIK3CB","ILK","PPrel","compound"
"79","PIK3CD","PDPK1","PPrel","compound"
"80","PIK3CD","ILK","PPrel","compound"
"81","PIK3R1","PDPK1","PPrel","compound"
"82","PIK3R1","ILK","PPrel","compound"
"83","PIK3R2","PDPK1","PPrel","compound"
"84","PIK3R2","ILK","PPrel","compound"
"85","PIK3R3","PDPK1","PPrel","compound"
"86","PIK3R3","ILK","PPrel","compound"
"87","EGF","EGFR","PPrel","activation"
"88","MAPK1","ELK1","PPrel","activation"
"89","MAPK1","ELK1","PPrel","phosphorylation"
"90","MAPK3","ELK1","PPrel","activation"
"91","MAPK3","ELK1","PPrel","phosphorylation"
"92","MAP2K1","MAPK1","PPrel","activation"
"93","MAP2K1","MAPK1","PPrel","phosphorylation"
"94","MAP2K1","MAPK3","PPrel","activation"
"95","MAP2K1","MAPK3","PPrel","phosphorylation"
"96","MAP2K2","MAPK1","PPrel","activation"
"97","MAP2K2","MAPK1","PPrel","phosphorylation"
"98","MAP2K2","MAPK3","PPrel","activation"
"99","MAP2K2","MAPK3","PPrel","phosphorylation"
"100","ARAF","MAP2K1","PPrel","activation"
"101","ARAF","MAP2K1","PPrel","phosphorylation"
"102","ARAF","MAP2K2","PPrel","activation"
"103","ARAF","MAP2K2","PPrel","phosphorylation"
"104","RAF1","MAP2K1","PPrel","activation"
"105","RAF1","MAP2K1","PPrel","phosphorylation"
"106","RAF1","MAP2K2","PPrel","activation"
"107","RAF1","MAP2K2","PPrel","phosphorylation"
"108","BRAF","MAP2K1","PPrel","activation"
"109","BRAF","MAP2K1","PPrel","phosphorylation"
"110","BRAF","MAP2K2","PPrel","activation"
"111","BRAF","MAP2K2","PPrel","phosphorylation"
"112","TP53","CDKN1A","PPrel","missing interaction"
"113","TP53","GADD45G","PPrel","missing interaction"
"114","TP53","GADD45A","PPrel","missing interaction"
"115","TP53","GADD45B","PPrel","missing interaction"
"116","TP53","BAX","PPrel","missing interaction"
"117","TP53","BAK1","PPrel","missing interaction"
"118","TP53","DDB2","PPrel","missing interaction"
"119","TP53","POLK","PPrel","missing interaction"
