"","from","to","type","subtype"
"1","TNFRSF1A","TRAF2","PPrel","activation"
"2","TNFRSF1A","TRAF5","PPrel","activation"
"3","TNFRSF1A","RIPK1","PPrel","activation"
"4","TNFRSF1A","TRADD","PPrel","activation"
"5","TNF","TNFRSF1A","PPrel","activation"
"6","NFKBIA","NFKB1","PPrel","dissociation"
"7","NFKBIA","RELA","PPrel","dissociation"
"8","NFKBIB","NFKB1","PPrel","dissociation"
"9","NFKBIB","RELA","PPrel","dissociation"
"10","CHUK","NFKBIA","PPrel","activation"
"11","CHUK","NFKBIA","PPrel","phosphorylation"
"12","CHUK","NFKBIB","PPrel","activation"
"13","CHUK","NFKBIB","PPrel","phosphorylation"
"14","IKBKB","NFKBIA","PPrel","activation"
"15","IKBKB","NFKBIA","PPrel","phosphorylation"
"16","IKBKB","NFKBIB","PPrel","activation"
"17","IKBKB","NFKBIB","PPrel","phosphorylation"
"18","TRAF2","RIPK1","PPrel","activation"
"19","TRAF2","TAB1","PPrel","activation"
"20","TRAF2","TAB2","PPrel","activation"
"21","TRAF2","TAB3","PPrel","activation"
"22","TRAF2","MAP3K7","PPrel","activation"
"23","TRAF5","TAB1","PPrel","activation"
"24","TRAF5","TAB2","PPrel","activation"
"25","TRAF5","TAB3","PPrel","activation"
"26","TRAF5","MAP3K7","PPrel","activation"
"27","RIPK1","TAB1","PPrel","activation"
"28","RIPK1","TAB2","PPrel","activation"
"29","RIPK1","TAB3","PPrel","activation"
"30","RIPK1","MAP3K7","PPrel","activation"
"31","TRADD","TAB1","PPrel","activation"
"32","TRADD","TAB2","PPrel","activation"
"33","TRADD","TAB3","PPrel","activation"
"34","TRADD","MAP3K7","PPrel","activation"
"35","IL1R1","TRAF6","PPrel","activation"
"36","IL1R1","TRAF6","PPrel","indirect"
"37","IL1B","IL1R1","PPrel","activation"
"38","TRAF6","TAB1","PPrel","activation"
"39","TRAF6","TAB2","PPrel","activation"
"40","TRAF6","TAB3","PPrel","activation"
"41","TRAF6","MAP3K7","PPrel","activation"
"42","TLR4","TRAF6","PPrel","activation"
"43","TLR4","TRAF6","PPrel","indirect"
"44","TAB1","CHUK","PPrel","activation"
"45","TAB1","CHUK","PPrel","phosphorylation"
"46","TAB1","IKBKB","PPrel","activation"
"47","TAB1","IKBKB","PPrel","phosphorylation"
"48","TAB2","CHUK","PPrel","activation"
"49","TAB2","CHUK","PPrel","phosphorylation"
"50","TAB2","IKBKB","PPrel","activation"
"51","TAB2","IKBKB","PPrel","phosphorylation"
"52","TAB3","CHUK","PPrel","activation"
"53","TAB3","CHUK","PPrel","phosphorylation"
"54","TAB3","IKBKB","PPrel","activation"
"55","TAB3","IKBKB","PPrel","phosphorylation"
"56","MAP3K7","CHUK","PPrel","activation"
"57","MAP3K7","CHUK","PPrel","phosphorylation"
"58","MAP3K7","IKBKB","PPrel","activation"
"59","MAP3K7","IKBKB","PPrel","phosphorylation"
"60","MAPK1","RPS6KA5","PPrel","activation"
"61","MAPK1","RPS6KA5","PPrel","phosphorylation"
"62","MAPK3","RPS6KA5","PPrel","activation"
"63","MAPK3","RPS6KA5","PPrel","phosphorylation"
"64","H3C14","CXCL8","GErel","expression"
"65","H3-3A","CXCL8","GErel","expression"
"66","H3-3B","CXCL8","GErel","expression"
"67","H3C15","CXCL8","GErel","expression"
"68","H3-5","CXCL8","GErel","expression"
"69","H3C13","CXCL8","GErel","expression"
"70","H3-4","CXCL8","GErel","expression"
"71","H3C1","CXCL8","GErel","expression"
"72","H3C4","CXCL8","GErel","expression"
"73","H3C3","CXCL8","GErel","expression"
"74","H3C6","CXCL8","GErel","expression"
"75","H3C11","CXCL8","GErel","expression"
"76","H3C8","CXCL8","GErel","expression"
"77","H3C12","CXCL8","GErel","expression"
"78","H3C10","CXCL8","GErel","expression"
"79","H3C2","CXCL8","GErel","expression"
"80","H3C7","CXCL8","GErel","expression"
"81","NFKB1","TNF","GErel","expression"
"82","NFKB1","CXCL8","GErel","expression"
"83","NFKB1","TIFA","GErel","expression"
"84","TLR5","TRAF6","PPrel","activation"
"85","TLR5","TRAF6","PPrel","indirect"
"86","IKBKG","NFKBIA","PPrel","activation"
"87","IKBKG","NFKBIA","PPrel","phosphorylation"
"88","IKBKG","NFKBIB","PPrel","activation"
"89","IKBKG","NFKBIB","PPrel","phosphorylation"
"90","NOD1","RIPK2","PPrel","activation"
"91","RIPK2","CHUK","PPrel","activation"
"92","RIPK2","CHUK","PPrel","phosphorylation"
"93","RIPK2","IKBKB","PPrel","activation"
"94","RIPK2","IKBKB","PPrel","phosphorylation"
"95","RIPK2","MAPK8","PPrel","activation"
"96","RIPK2","MAPK8","PPrel","indirect"
"97","RIPK2","MAPK9","PPrel","activation"
"98","RIPK2","MAPK9","PPrel","indirect"
"99","RIPK2","MAPK10","PPrel","activation"
"100","RIPK2","MAPK10","PPrel","indirect"
"101","RIPK2","BCL2","GErel","expression"
"102","RIPK2","BCL2","GErel","indirect"
"103","ARHGEF2","RIPK2","PPrel","activation"
"104","PRKCD","TRAF2","PPrel","activation"
"105","PRKCD","TRAF2","PPrel","indirect"
"106","PRKCE","TRAF2","PPrel","activation"
"107","PRKCE","TRAF2","PPrel","indirect"
"108","PRKCQ","TRAF2","PPrel","activation"
"109","PRKCQ","TRAF2","PPrel","indirect"
"110","BCL10","TRAF6","PPrel","activation"
"111","MALT1","TRAF6","PPrel","activation"
"112","UBE2V1P16","TRAF2","PPrel","activation"
"113","UBE2V1P16","TRAF2","PPrel","ubiquitination"
"114","UBE2V1P16","TRAF5","PPrel","activation"
"115","UBE2V1P16","TRAF5","PPrel","ubiquitination"
"116","UBE2V1P16","TRAF6","PPrel","activation"
"117","UBE2V1","TRAF2","PPrel","activation"
"118","UBE2V1","TRAF2","PPrel","ubiquitination"
"119","UBE2V1","TRAF5","PPrel","activation"
"120","UBE2V1","TRAF5","PPrel","ubiquitination"
"121","UBE2V1","TRAF6","PPrel","activation"
"122","UBE2V2","TRAF2","PPrel","activation"
"123","UBE2V2","TRAF2","PPrel","ubiquitination"
"124","UBE2V2","TRAF5","PPrel","activation"
"125","UBE2V2","TRAF5","PPrel","ubiquitination"
"126","UBE2V2","TRAF6","PPrel","activation"
"127","UBE2NL","TRAF2","PPrel","activation"
"128","UBE2NL","TRAF2","PPrel","ubiquitination"
"129","UBE2NL","TRAF5","PPrel","activation"
"130","UBE2NL","TRAF5","PPrel","ubiquitination"
"131","UBE2NL","TRAF6","PPrel","activation"
"132","UBE2N","TRAF2","PPrel","activation"
"133","UBE2N","TRAF2","PPrel","ubiquitination"
"134","UBE2N","TRAF5","PPrel","activation"
"135","UBE2N","TRAF5","PPrel","ubiquitination"
"136","UBE2N","TRAF6","PPrel","activation"
"137","TNIP1","IKBKG","PPrel","inhibition"
"138","LOC102724594","CXCL8","GErel","expression"
"139","LOC102724594","CCL5","GErel","expression"
"140","LOC102724594","CSF2","GErel","expression"
"141","LOC102724594","IL1B","GErel","expression"
"142","U2AF1L4","CXCL8","GErel","expression"
"143","U2AF1L4","CCL5","GErel","expression"
"144","U2AF1L4","CSF2","GErel","expression"
"145","U2AF1L4","IL1B","GErel","expression"
"146","U2AF1","CXCL8","GErel","expression"
"147","U2AF1","CCL5","GErel","expression"
"148","U2AF1","CSF2","GErel","expression"
"149","U2AF1","IL1B","GErel","expression"
"150","CD14","TLR4","PPrel","activation"
"151","SKP1","NFKBIA","PPrel","activation"
"152","SKP1","NFKBIA","PPrel","ubiquitination"
"153","SKP1","NFKBIB","PPrel","activation"
"154","SKP1","NFKBIB","PPrel","ubiquitination"
"155","CUL1","NFKBIA","PPrel","activation"
"156","CUL1","NFKBIA","PPrel","ubiquitination"
"157","CUL1","NFKBIB","PPrel","activation"
"158","CUL1","NFKBIB","PPrel","ubiquitination"
"159","RBX1","NFKBIA","PPrel","activation"
"160","RBX1","NFKBIA","PPrel","ubiquitination"
"161","RBX1","NFKBIB","PPrel","activation"
"162","RBX1","NFKBIB","PPrel","ubiquitination"
"163","FBXW11","NFKBIA","PPrel","activation"
"164","FBXW11","NFKBIA","PPrel","ubiquitination"
"165","FBXW11","NFKBIB","PPrel","activation"
"166","FBXW11","NFKBIB","PPrel","ubiquitination"
"167","BTRC","NFKBIA","PPrel","activation"
"168","BTRC","NFKBIA","PPrel","ubiquitination"
"169","BTRC","NFKBIB","PPrel","activation"
"170","BTRC","NFKBIB","PPrel","ubiquitination"
"171","UBE2D4","NFKBIA","PPrel","activation"
"172","UBE2D4","NFKBIA","PPrel","ubiquitination"
"173","UBE2D4","NFKBIB","PPrel","activation"
"174","UBE2D4","NFKBIB","PPrel","ubiquitination"
"175","UBE2D1","NFKBIA","PPrel","activation"
"176","UBE2D1","NFKBIA","PPrel","ubiquitination"
"177","UBE2D1","NFKBIB","PPrel","activation"
"178","UBE2D1","NFKBIB","PPrel","ubiquitination"
"179","UBE2D2","NFKBIA","PPrel","activation"
"180","UBE2D2","NFKBIA","PPrel","ubiquitination"
"181","UBE2D2","NFKBIB","PPrel","activation"
"182","UBE2D2","NFKBIB","PPrel","ubiquitination"
"183","UBE2D3","NFKBIA","PPrel","activation"
"184","UBE2D3","NFKBIA","PPrel","ubiquitination"
"185","UBE2D3","NFKBIB","PPrel","activation"
"186","UBE2D3","NFKBIB","PPrel","ubiquitination"
"187","CBX3","CXCL8","GErel","expression"
"188","RPS6KA5","H3C14","PPrel","activation"
"189","RPS6KA5","H3C14","PPrel","phosphorylation"
"190","RPS6KA5","H3-3A","PPrel","activation"
"191","RPS6KA5","H3-3A","PPrel","phosphorylation"
"192","RPS6KA5","H3-3B","PPrel","activation"
"193","RPS6KA5","H3-3B","PPrel","phosphorylation"
"194","RPS6KA5","H3C15","PPrel","activation"
"195","RPS6KA5","H3C15","PPrel","phosphorylation"
"196","RPS6KA5","H3-5","PPrel","activation"
"197","RPS6KA5","H3-5","PPrel","phosphorylation"
"198","RPS6KA5","H3C13","PPrel","activation"
"199","RPS6KA5","H3C13","PPrel","phosphorylation"
"200","RPS6KA5","H3-4","PPrel","activation"
"201","RPS6KA5","H3-4","PPrel","phosphorylation"
"202","RPS6KA5","H3C1","PPrel","activation"
"203","RPS6KA5","H3C1","PPrel","phosphorylation"
"204","RPS6KA5","H3C4","PPrel","activation"
"205","RPS6KA5","H3C4","PPrel","phosphorylation"
"206","RPS6KA5","H3C3","PPrel","activation"
"207","RPS6KA5","H3C3","PPrel","phosphorylation"
"208","RPS6KA5","H3C6","PPrel","activation"
"209","RPS6KA5","H3C6","PPrel","phosphorylation"
"210","RPS6KA5","H3C11","PPrel","activation"
"211","RPS6KA5","H3C11","PPrel","phosphorylation"
"212","RPS6KA5","H3C8","PPrel","activation"
"213","RPS6KA5","H3C8","PPrel","phosphorylation"
"214","RPS6KA5","H3C12","PPrel","activation"
"215","RPS6KA5","H3C12","PPrel","phosphorylation"
"216","RPS6KA5","H3C10","PPrel","activation"
"217","RPS6KA5","H3C10","PPrel","phosphorylation"
"218","RPS6KA5","H3C2","PPrel","activation"
"219","RPS6KA5","H3C2","PPrel","phosphorylation"
"220","RPS6KA5","H3C7","PPrel","activation"
"221","RPS6KA5","H3C7","PPrel","phosphorylation"
"222","RPS6KA5","CBX3","PPrel","activation"
"223","RPS6KA5","CBX3","PPrel","phosphorylation"
"224","MAPK8","JUN","PPrel","activation"
"225","MAPK8","JUN","PPrel","phosphorylation"
"226","MAPK9","JUN","PPrel","activation"
"227","MAPK9","JUN","PPrel","phosphorylation"
"228","MAPK10","JUN","PPrel","activation"
"229","MAPK10","JUN","PPrel","phosphorylation"
"230","TIFA","TRAF6","PPrel","activation"
"231","RBCK1","RIPK1","PPrel","activation"
"232","RBCK1","RIPK1","PPrel","ubiquitination"
"233","RNF31","RIPK1","PPrel","activation"
"234","RNF31","RIPK1","PPrel","ubiquitination"
"235","SHARPIN","RIPK1","PPrel","activation"
"236","SHARPIN","RIPK1","PPrel","ubiquitination"
"237","NAIP","NLRC4","PPrel","activation"
"238","NLRC4","PYCARD","PPrel","activation"
"239","NLRC4","CASP1","PPrel","activation"
"240","CASP1","IL1B","PPrel","activation"
"241","CASP1","IL18","PPrel","activation"
"242","NLRP3","PYCARD","PPrel","activation"
"243","NLRP3","CASP1","PPrel","activation"
"244","GLMN","NLRP3","PPrel","inhibition"
"245","GLMN","NLRC4","PPrel","inhibition"
"246","CGAS","STING1","PPrel","compound"
"247","CGAS","STING1","PPrel","activation"
"248","STING1","TBK1","PPrel","activation"
"249","TBK1","IRF3","PPrel","activation"
"250","IRF3","IFNB1","GErel","expression"
"251","ARF1","STING1","PPrel","activation"
"252","ARF1","WASF2","PPrel","activation"
"253","ARF1","WASF1","PPrel","activation"
"254","MYD88","TBK1","PPrel","activation"
"255","MYD88","TBK1","PPrel","indirect"
"256","RELA","TNF","GErel","expression"
"257","RELA","CXCL8","GErel","expression"
"258","RELA","TIFA","GErel","expression"
"259","RRAGB","MTOR","PPrel","activation"
"260","RRAGB","RPTOR","PPrel","activation"
"261","RRAGB","AKT1S1","PPrel","activation"
"262","RRAGA","MTOR","PPrel","activation"
"263","RRAGA","RPTOR","PPrel","activation"
"264","RRAGA","AKT1S1","PPrel","activation"
"265","RRAGD","MTOR","PPrel","activation"
"266","RRAGD","RPTOR","PPrel","activation"
"267","RRAGD","AKT1S1","PPrel","activation"
"268","RRAGC","MTOR","PPrel","activation"
"269","RRAGC","RPTOR","PPrel","activation"
"270","RRAGC","AKT1S1","PPrel","activation"
"271","ATG16L1","MAP1LC3BP1","PPrel",NA
"272","ATG16L1","MAP1LC3C","PPrel",NA
"273","ATG16L1","MAP1LC3B2","PPrel",NA
"274","ATG16L1","MAP1LC3B","PPrel",NA
"275","ATG16L1","MAP1LC3A","PPrel",NA
