"","from","to","type","subtype"
"1","RBPJL","CR2","GErel","expression"
"2","RBPJL","HES1","GErel","expression"
"3","RBPJL","FCER2","GErel","expression"
"4","RBPJL","RUNX3","GErel","expression"
"5","RBPJL","MYC","GErel","expression"
"6","RBPJ","CR2","GErel","expression"
"7","RBPJ","HES1","GErel","expression"
"8","RBPJ","FCER2","GErel","expression"
"9","RBPJ","RUNX3","GErel","expression"
"10","RBPJ","MYC","GErel","expression"
"11","NCOR2","RBPJL","PPrel","inhibition"
"12","NCOR2","RBPJ","PPrel","inhibition"
"13","HDAC1","RBPJL","PPrel","inhibition"
"14","HDAC1","RBPJ","PPrel","inhibition"
"15","HDAC2","RBPJL","PPrel","inhibition"
"16","HDAC2","RBPJ","PPrel","inhibition"
"17","CDKN1B","CDK4","PPrel","inhibition"
"18","CDKN1B","CDK6","PPrel","inhibition"
"19","CDKN1B","CCND1","PPrel","inhibition"
"20","CDKN1B","CCND2","PPrel","inhibition"
"21","CDKN1B","CCND3","PPrel","inhibition"
"22","CDKN1B","CDK2","PPrel","inhibition"
"23","CDKN1B","CCNA2","PPrel","inhibition"
"24","CDKN1B","CCNA1","PPrel","inhibition"
"25","CDKN1B","CCNE1","PPrel","inhibition"
"26","CDKN1B","CCNE2","PPrel","inhibition"
"27","SKP2","CDKN1B","PPrel","inhibition"
"28","SKP2","CDKN1B","PPrel","ubiquitination"
"29","SKP2","RB1","PPrel","activation"
"30","SKP2","RB1","PPrel","ubiquitination"
"31","RB1","E2F1","PPrel","dissociation"
"32","RB1","E2F2","PPrel","dissociation"
"33","RB1","E2F3","PPrel","dissociation"
"34","USP7","TP53","PPrel","activation"
"35","TP53","CDKN1A","GErel","expression"
"36","TP53","GADD45G","GErel","expression"
"37","TP53","GADD45A","GErel","expression"
"38","TP53","GADD45B","GErel","expression"
"39","TP53","BAX","GErel","expression"
"40","TP53","BAK1","GErel","expression"
"41","TP53","DDB2","GErel","expression"
"42","TP53","POLK","GErel","expression"
"43","TRADD","MAP3K14","PPrel","activation"
"44","TRADD","MAP3K14","PPrel","indirect effect"
"45","TRADD","TRAF6","PPrel","activation"
"46","TRADD","TAB1","PPrel","activation"
"47","TRADD","TAB2","PPrel","activation"
"48","TRADD","MAP3K7","PPrel","activation"
"49","TRADD","TRAF2","PPrel","activation"
"50","TRADD","RIPK1","PPrel","activation"
"51","RIPK1","MAP2K3","PPrel","activation"
"52","RIPK1","MAP2K6","PPrel","activation"
"53","TRAF3","P3R3URF-PIK3R3","PPrel","activation"
"54","TRAF3","P3R3URF-PIK3R3","PPrel","indirect effect"
"55","TRAF3","PIK3CA","PPrel","activation"
"56","TRAF3","PIK3CA","PPrel","indirect effect"
"57","TRAF3","PIK3CB","PPrel","activation"
"58","TRAF3","PIK3CB","PPrel","indirect effect"
"59","TRAF3","PIK3CD","PPrel","activation"
"60","TRAF3","PIK3CD","PPrel","indirect effect"
"61","TRAF3","PIK3R1","PPrel","activation"
"62","TRAF3","PIK3R1","PPrel","indirect effect"
"63","TRAF3","PIK3R2","PPrel","activation"
"64","TRAF3","PIK3R2","PPrel","indirect effect"
"65","TRAF3","PIK3R3","PPrel","activation"
"66","TRAF3","PIK3R3","PPrel","indirect effect"
"67","TRAF3","MAP3K14","PPrel","activation"
"68","TRAF3","MAP3K14","PPrel","indirect effect"
"69","TRAF3","TBK1","PPrel","activation"
"70","TRAF3","IKBKE","PPrel","activation"
"71","TRAF5","P3R3URF-PIK3R3","PPrel","activation"
"72","TRAF5","P3R3URF-PIK3R3","PPrel","indirect effect"
