"","from","to","type","subtype"
"1","UBA1","RPS27A","PPrel","binding/association"
"2","UBA1","UBA52","PPrel","binding/association"
"3","UBA1","UBB","PPrel","binding/association"
"4","UBA1","UBC","PPrel","binding/association"
"5","UBA7","RPS27A","PPrel","binding/association"
"6","UBA7","UBA52","PPrel","binding/association"
"7","UBA7","UBB","PPrel","binding/association"
"8","UBA7","UBC","PPrel","binding/association"
"9","RPS27A","RPS27A","PPrel","binding/association"
"10","RPS27A","UBA52","PPrel","binding/association"
"11","RPS27A","UBB","PPrel","binding/association"
"12","RPS27A","UBC","PPrel","binding/association"
"13","UBA52","RPS27A","PPrel","binding/association"
"14","UBA52","UBA52","PPrel","binding/association"
"15","UBA52","UBB","PPrel","binding/association"
"16","UBA52","UBC","PPrel","binding/association"
"17","UBB","RPS27A","PPrel","binding/association"
"18","UBB","UBA52","PPrel","binding/association"
"19","UBB","UBB","PPrel","binding/association"
"20","UBB","UBC","PPrel","binding/association"
"21","UBC","RPS27A","PPrel","binding/association"
"22","UBC","UBA52","PPrel","binding/association"
"23","UBC","UBB","PPrel","binding/association"
"24","UBC","UBC","PPrel","binding/association"
"25","UBE2L3","RPS27A","PPrel","binding/association"
"26","UBE2L3","UBA52","PPrel","binding/association"
"27","UBE2L3","UBB","PPrel","binding/association"
"28","UBE2L3","UBC","PPrel","binding/association"
"29","UBE2L6","RPS27A","PPrel","binding/association"
"30","UBE2L6","UBA52","PPrel","binding/association"
"31","UBE2L6","UBB","PPrel","binding/association"
"32","UBE2L6","UBC","PPrel","binding/association"
"33","PRKN","UBE2L3","PPrel","missing interaction"
"34","PRKN","UBE2L6","PPrel","missing interaction"
"35","PRKN","MAOA","PPrel","missing interaction"
"36","PRKN","MAOB","PPrel","missing interaction"
"37","PRKN","BAX","PPrel","missing interaction"
"38","PRKN","MFN1","PPrel","missing interaction"
"39","PRKN","MFN2","PPrel","missing interaction"
"40","PRKN","SNCA","PPrel","missing interaction"
"41","PRKN","GPR37","PPrel","missing interaction"
"42","PRKN","SEPTIN5","PPrel","missing interaction"
"43","PRKN","SNCAIP","PPrel","missing interaction"
"44","PRKN","PLCG1","PPrel","activation"
"45","PRKN","PSMA8","PPrel","missing interaction"
"46","PRKN","PSMA1","PPrel","missing interaction"
"47","PRKN","PSMA2","PPrel","missing interaction"
"48","PRKN","PSMA3","PPrel","missing interaction"
"49","PRKN","PSMA4","PPrel","missing interaction"
"50","PRKN","PSMA5","PPrel","missing interaction"
"51","PRKN","PSMA6","PPrel","missing interaction"
"52","PRKN","PSMA7","PPrel","missing interaction"
"53","PRKN","PSMB1","PPrel","missing interaction"
"54","PRKN","PSMB2","PPrel","missing interaction"
"55","PRKN","PSMB3","PPrel","missing interaction"
"56","PRKN","PSMB4","PPrel","missing interaction"
"57","PRKN","PSMB5","PPrel","missing interaction"
"58","PRKN","PSMB6","PPrel","missing interaction"
"59","PRKN","PSMB7","PPrel","missing interaction"
"60","PRKN","PSMD14","PPrel","missing interaction"
"61","PRKN","ADRM1","PPrel","missing interaction"
"62","PRKN","PSMC1","PPrel","missing interaction"
"63","PRKN","PSMC2","PPrel","missing interaction"
"64","PRKN","PSMC3","PPrel","missing interaction"
"65","PRKN","PSMC4","PPrel","missing interaction"
"66","PRKN","PSMC5","PPrel","missing interaction"
"67","PRKN","PSMC6","PPrel","missing interaction"
"68","PRKN","PSMD1","PPrel","missing interaction"
"69","PRKN","PSMD2","PPrel","missing interaction"
"70","PRKN","PSMD3","PPrel","missing interaction"
"71","PRKN","PSMD4","PPrel","missing interaction"
"72","PRKN","PSMD7","PPrel","missing interaction"
"73","PRKN","PSMD8","PPrel","missing interaction"
"74","PRKN","PSMD9","PPrel","missing interaction"
"75","PRKN","PSMD11","PPrel","missing interaction"
"76","PRKN","PSMD12","PPrel","missing interaction"
"77","PRKN","PSMD13","PPrel","missing interaction"
"78","PRKN","SEM1","PPrel","missing interaction"
"79","PRKN","PSMD6","PPrel","missing interaction"
"80","PARK7","BCL2L1","PPrel","missing interaction"
"81","PARK7","NFE2L2","PPrel","missing interaction"
"82","PARK7","TP53","PPrel","missing interaction"
"83","PARK7","DAXX","PPrel","missing interaction"
"84","PARK7","MAP3K5","PPrel","missing interaction"
"85","PINK1","NDUFC2-KCTD14","PPrel","inhibition"
"86","PINK1","LOC107984365","PPrel","inhibition"
"87","PINK1","NDUFA11","PPrel","inhibition"
"88","PINK1","NDUFS7","PPrel","inhibition"
"89","PINK1","ND1","PPrel","inhibition"
"90","PINK1","ND2","PPrel","inhibition"
"91","PINK1","ND3","PPrel","inhibition"
"92","PINK1","ND4","PPrel","inhibition"
"93","PINK1","ND4L","PPrel","inhibition"
"94","PINK1","ND5","PPrel","inhibition"
"95","PINK1","ND6","PPrel","inhibition"
"96","PINK1","NDUFA1","PPrel","inhibition"
"97","PINK1","NDUFA2","PPrel","inhibition"
"98","PINK1","NDUFA3","PPrel","inhibition"
"99","PINK1","NDUFA4","PPrel","inhibition"
"100","PINK1","NDUFA5","PPrel","inhibition"
"101","PINK1","NDUFA6","PPrel","inhibition"
"102","PINK1","NDUFA7","PPrel","inhibition"
"103","PINK1","NDUFA8","PPrel","inhibition"
"104","PINK1","NDUFA9","PPrel","inhibition"
"105","PINK1","NDUFA10","PPrel","inhibition"
"106","PINK1","NDUFAB1","PPrel","inhibition"
"107","PINK1","NDUFB1","PPrel","inhibition"
"108","PINK1","NDUFB2","PPrel","inhibition"
"109","PINK1","NDUFB3","PPrel","inhibition"
"110","PINK1","NDUFB4","PPrel","inhibition"
"111","PINK1","NDUFB5","PPrel","inhibition"
"112","PINK1","NDUFB6","PPrel","inhibition"
"113","PINK1","NDUFB7","PPrel","inhibition"
"114","PINK1","NDUFB8","PPrel","inhibition"
"115","PINK1","NDUFB9","PPrel","inhibition"
"116","PINK1","NDUFB10","PPrel","inhibition"
"117","PINK1","NDUFC1","PPrel","inhibition"
"118","PINK1","NDUFC2","PPrel","inhibition"
"119","PINK1","NDUFS1","PPrel","inhibition"
"120","PINK1","NDUFS2","PPrel","inhibition"
"121","PINK1","NDUFS3","PPrel","inhibition"
"122","PINK1","NDUFV1","PPrel","inhibition"
"123","PINK1","NDUFS4","PPrel","inhibition"
"124","PINK1","NDUFS5","PPrel","inhibition"
"125","PINK1","NDUFS6","PPrel","inhibition"
"126","PINK1","NDUFS8","PPrel","inhibition"
"127","PINK1","NDUFV2","PPrel","inhibition"
"128","PINK1","NDUFV3","PPrel","inhibition"
"129","PINK1","NDUFA13","PPrel","inhibition"
"130","PINK1","NDUFB11","PPrel","inhibition"
"131","PINK1","NDUFA12","PPrel","inhibition"
"132","PINK1","NDUFA4L2","PPrel","inhibition"
