"","from","to","type","subtype"
"1","PARD6A","GSK3B","PPrel","inhibition"
"2","PARD6A","GSK3B","PPrel","phosphorylation"
"3","PARD6G","GSK3B","PPrel","inhibition"
"4","PARD6G","GSK3B","PPrel","phosphorylation"
"5","PARD6B","GSK3B","PPrel","inhibition"
"6","PARD6B","GSK3B","PPrel","phosphorylation"
"7","PARD3","GSK3B","PPrel","inhibition"
"8","PARD3","GSK3B","PPrel","phosphorylation"
"9","PARD3","PRKCZ","PPrel","binding/association"
"10","PARD3","PARD6A","PPrel","binding/association"
"11","PARD3","PARD6G","PPrel","binding/association"
"12","PARD3","PARD6B","PPrel","binding/association"
"13","CXCR4","GNAI1","PPrel","activation"
"14","CXCR4","GNAI2","PPrel","activation"
"15","CXCR4","GNAI3","PPrel","activation"
"16","RAC1","PAK4","PPrel","activation"
"17","RAC1","BUB1B-PAK6","PPrel","activation"
"18","RAC1","PAK1","PPrel","activation"
"19","RAC1","PAK2","PPrel","activation"
"20","RAC1","PAK3","PPrel","activation"
"21","RAC1","PAK6","PPrel","activation"
"22","RAC1","PAK5","PPrel","activation"
"23","RAC1","ABLIM3","PPrel","activation"
"24","RAC1","ABLIM1","PPrel","activation"
"25","RAC1","ABLIM2","PPrel","activation"
"26","RAC2","PAK4","PPrel","activation"
"27","RAC2","BUB1B-PAK6","PPrel","activation"
"28","RAC2","PAK1","PPrel","activation"
"29","RAC2","PAK2","PPrel","activation"
"30","RAC2","PAK3","PPrel","activation"
"31","RAC2","PAK6","PPrel","activation"
"32","RAC2","PAK5","PPrel","activation"
"33","RAC2","ABLIM3","PPrel","activation"
"34","RAC2","ABLIM1","PPrel","activation"
"35","RAC2","ABLIM2","PPrel","activation"
"36","RAC3","PAK4","PPrel","activation"
"37","RAC3","BUB1B-PAK6","PPrel","activation"
"38","RAC3","PAK1","PPrel","activation"
"39","RAC3","PAK2","PPrel","activation"
"40","RAC3","PAK3","PPrel","activation"
"41","RAC3","PAK6","PPrel","activation"
"42","RAC3","PAK5","PPrel","activation"
"43","RAC3","ABLIM3","PPrel","activation"
"44","RAC3","ABLIM1","PPrel","activation"
"45","RAC3","ABLIM2","PPrel","activation"
"46","DCC","PLCG1","PPrel","activation"
"47","DCC","PLCG2","PPrel","activation"
"48","DCC","PTK2","PPrel","activation"
"49","DCC","PTK2","PPrel","phosphorylation"
"50","DCC","NCK1","PPrel","binding/association"
"51","PPP3CA","SSH1","PPrel","activation"
"52","PPP3CA","SSH3","PPrel","activation"
"53","PPP3CA","SSH2","PPrel","activation"
"54","PPP3CA","NFATC2","PPrel","activation"
"55","PPP3CA","NFATC2","PPrel","dephosphorylation"
"56","PPP3CA","NFATC3","PPrel","activation"
"57","PPP3CA","NFATC3","PPrel","dephosphorylation"
"58","PPP3CA","NFATC4","PPrel","activation"
"59","PPP3CA","NFATC4","PPrel","dephosphorylation"
"60","PPP3CB","SSH1","PPrel","activation"
"61","PPP3CB","SSH3","PPrel","activation"
"62","PPP3CB","SSH2","PPrel","activation"
"63","PPP3CB","NFATC2","PPrel","activation"
"64","PPP3CB","NFATC2","PPrel","dephosphorylation"
"65","PPP3CB","NFATC3","PPrel","activation"
"66","PPP3CB","NFATC3","PPrel","dephosphorylation"
"67","PPP3CB","NFATC4","PPrel","activation"
"68","PPP3CB","NFATC4","PPrel","dephosphorylation"
"69","PPP3CC","SSH1","PPrel","activation"
"70","PPP3CC","SSH3","PPrel","activation"
"71","PPP3CC","SSH2","PPrel","activation"
"72","PPP3CC","NFATC2","PPrel","activation"
"73","PPP3CC","NFATC2","PPrel","dephosphorylation"
"74","PPP3CC","NFATC3","PPrel","activation"
"75","PPP3CC","NFATC3","PPrel","dephosphorylation"
"76","PPP3CC","NFATC4","PPrel","activation"
"77","PPP3CC","NFATC4","PPrel","dephosphorylation"
"78","PPP3R1","SSH1","PPrel","activation"
"79","PPP3R1","SSH3","PPrel","activation"
"80","PPP3R1","SSH2","PPrel","activation"
"81","PPP3R1","NFATC2","PPrel","activation"
"82","PPP3R1","NFATC2","PPrel","dephosphorylation"
"83","PPP3R1","NFATC3","PPrel","activation"
"84","PPP3R1","NFATC3","PPrel","dephosphorylation"
"85","PPP3R1","NFATC4","PPrel","activation"
"86","PPP3R1","NFATC4","PPrel","dephosphorylation"
"87","PPP3R2","SSH1","PPrel","activation"
"88","PPP3R2","SSH3","PPrel","activation"
"89","PPP3R2","SSH2","PPrel","activation"
"90","PPP3R2","NFATC2","PPrel","activation"
"91","PPP3R2","NFATC2","PPrel","dephosphorylation"
"92","PPP3R2","NFATC3","PPrel","activation"
"93","PPP3R2","NFATC3","PPrel","dephosphorylation"
"94","PPP3R2","NFATC4","PPrel","activation"
"95","PPP3R2","NFATC4","PPrel","dephosphorylation"
"96","NTNG1","LRRC4C","PPrel","binding/association"
"97","SLIT2","ROBO2","PPrel","activation"
