"","from","to","type","subtype"
"1","NLRC4","CASP1","PPrel","activation"
"2","PYCARD","CASP1","PPrel","activation"
"3","CASP1","IL18","PPrel","activation"
"4","CASP1","IL1B","PPrel","activation"
"5","CASP1","CASP7","PPrel","activation"
"6","CASP1","CASP7","PPrel","indirect effect"
"7","NAIP","CASP7","PPrel","activation"
"8","NAIP","CASP7","PPrel","indirect effect"
"9","NAIP","CASP1","PPrel","activation"
"10","NAIP","CASP1","PPrel","indirect effect"
"11","NFKBIA","NFKB1","PPrel","dissociation"
"12","NFKBIA","RELA","PPrel","dissociation"
"13","CYCS","CASP9","PPrel","activation"
"14","CASP9","CASP3","PPrel","activation"
"15","APAF1","CASP9","PPrel","activation"
"16","C3","CR1","PPrel","binding/association"
"17","C3","CR1L","PPrel","binding/association"
"18","C3","ITGAM","PPrel","binding/association"
"19","C3","ITGB2","PPrel","binding/association"
"20","EEF1A1","HSF1","PPrel","activation"
"21","EEF1A2","HSF1","PPrel","activation"
"22","HSF1","HSPA1A","GErel","expression"
"23","HSF1","HSPA1B","GErel","expression"
"24","HSF1","HSPA1L","GErel","expression"
"25","HSF1","HSPA6","GErel","expression"
"26","HSF1","HSPA8","GErel","expression"
"27","TLR5","MYD88","PPrel","activation"
"28","TLR2","MYD88","PPrel","activation"
"29","TLR4","MYD88","PPrel","activation"
"30","CD14","TLR2","PPrel","activation"
"31","CD14","TLR4","PPrel","activation"
"32","MYD88","TNF","GErel","expression"
"33","MYD88","TNF","GErel","indirect effect"
"34","MYD88","IL1B","GErel","expression"
"35","MYD88","IL1B","GErel","indirect effect"
"36","MYD88","IL6","GErel","expression"
"37","MYD88","IL6","GErel","indirect effect"
"38","MYD88","IL12A","GErel","expression"
"39","MYD88","IL12A","GErel","indirect effect"
"40","MYD88","IL12B","GErel","expression"
"41","MYD88","IL12B","GErel","indirect effect"
"42","MYD88","CXCL8","GErel","expression"
"43","MYD88","CXCL8","GErel","indirect effect"
"44","MYD88","CXCL1","GErel","expression"
"45","MYD88","CXCL1","GErel","indirect effect"
"46","MYD88","CXCL2","GErel","expression"
"47","MYD88","CXCL2","GErel","indirect effect"
"48","MYD88","CXCL3","GErel","expression"
"49","MYD88","CXCL3","GErel","indirect effect"
