"","from","to","type","subtype"
"1","MTOR","RPS6KB1","PPrel","activation"
"2","MTOR","RPS6KB1","PPrel","phosphorylation"
"3","MTOR","RPS6KB2","PPrel","activation"
"4","MTOR","RPS6KB2","PPrel","phosphorylation"
"5","AKT3","BAD","PPrel","inhibition"
"6","AKT3","BAD","PPrel","phosphorylation"
"7","AKT3","MTOR","PPrel","activation"
"8","AKT3","MTOR","PPrel","indirect effect"
"9","AKT3","NFKB1","PPrel","activation"
"10","AKT3","NFKB1","PPrel","indirect effect"
"11","AKT3","RELA","PPrel","activation"
"12","AKT3","RELA","PPrel","indirect effect"
"13","AKT1","BAD","PPrel","inhibition"
"14","AKT1","BAD","PPrel","phosphorylation"
"15","AKT1","MTOR","PPrel","activation"
"16","AKT1","MTOR","PPrel","indirect effect"
"17","AKT1","NFKB1","PPrel","activation"
"18","AKT1","NFKB1","PPrel","indirect effect"
"19","AKT1","RELA","PPrel","activation"
"20","AKT1","RELA","PPrel","indirect effect"
"21","AKT2","BAD","PPrel","inhibition"
"22","AKT2","BAD","PPrel","phosphorylation"
"23","AKT2","MTOR","PPrel","activation"
"24","AKT2","MTOR","PPrel","indirect effect"
"25","AKT2","NFKB1","PPrel","activation"
"26","AKT2","NFKB1","PPrel","indirect effect"
"27","AKT2","RELA","PPrel","activation"
"28","AKT2","RELA","PPrel","indirect effect"
"29","P3R3URF-PIK3R3","PTK2","PPrel","activation"
"30","P3R3URF-PIK3R3","HRAS","PPrel","activation"
"31","P3R3URF-PIK3R3","KRAS","PPrel","activation"
"32","P3R3URF-PIK3R3","NRAS","PPrel","activation"
"33","PIK3CA","PTK2","PPrel","activation"
"34","PIK3CA","HRAS","PPrel","activation"
"35","PIK3CA","KRAS","PPrel","activation"
"36","PIK3CA","NRAS","PPrel","activation"
"37","PIK3CB","PTK2","PPrel","activation"
"38","PIK3CB","HRAS","PPrel","activation"
"39","PIK3CB","KRAS","PPrel","activation"
"40","PIK3CB","NRAS","PPrel","activation"
"41","PIK3CD","PTK2","PPrel","activation"
"42","PIK3CD","HRAS","PPrel","activation"
"43","PIK3CD","KRAS","PPrel","activation"
"44","PIK3CD","NRAS","PPrel","activation"
"45","PIK3R1","PTK2","PPrel","activation"
"46","PIK3R1","HRAS","PPrel","activation"
"47","PIK3R1","KRAS","PPrel","activation"
"48","PIK3R1","NRAS","PPrel","activation"
"49","PIK3R2","PTK2","PPrel","activation"
"50","PIK3R2","HRAS","PPrel","activation"
"51","PIK3R2","KRAS","PPrel","activation"
"52","PIK3R2","NRAS","PPrel","activation"
"53","PIK3R3","PTK2","PPrel","activation"
"54","PIK3R3","HRAS","PPrel","activation"
"55","PIK3R3","KRAS","PPrel","activation"
"56","PIK3R3","NRAS","PPrel","activation"
"57","NFKB1","FOS","PPrel","activation"
"58","NFKB1","FOS","PPrel","indirect effect"
"59","NFKB1","JUN","PPrel","activation"
"60","NFKB1","JUN","PPrel","indirect effect"
"61","NFKB1","IFNA1","GErel","expression"
"62","NFKB1","IFNA2","GErel","expression"
"63","NFKB1","IFNA4","GErel","expression"
"64","NFKB1","IFNA5","GErel","expression"
"65","NFKB1","IFNA6","GErel","expression"
"66","NFKB1","IFNA7","GErel","expression"
"67","NFKB1","IFNA8","GErel","expression"
"68","NFKB1","IFNA10","GErel","expression"
"69","NFKB1","IFNA13","GErel","expression"
"70","NFKB1","IFNA14","GErel","expression"
"71","NFKB1","IFNA16","GErel","expression"
"72","NFKB1","IFNA17","GErel","expression"
"73","NFKB1","IFNA21","GErel","expression"
"74","NFKB1","IFNB1","GErel","expression"
"75","NFKB1","TNF","GErel","expression"
"76","RELA","FOS","PPrel","activation"
"77","RELA","FOS","PPrel","indirect effect"
"78","RELA","JUN","PPrel","activation"
"79","RELA","JUN","PPrel","indirect effect"
"80","RELA","IFNA1","GErel","expression"
"81","RELA","IFNA2","GErel","expression"
"82","RELA","IFNA4","GErel","expression"
"83","RELA","IFNA5","GErel","expression"
"84","RELA","IFNA6","GErel","expression"
"85","RELA","IFNA7","GErel","expression"
"86","RELA","IFNA8","GErel","expression"
"87","RELA","IFNA10","GErel","expression"
"88","RELA","IFNA13","GErel","expression"
"89","RELA","IFNA14","GErel","expression"
"90","RELA","IFNA16","GErel","expression"
"91","RELA","IFNA17","GErel","expression"
"92","RELA","IFNA21","GErel","expression"
"93","RELA","IFNB1","GErel","expression"
"94","RELA","TNF","GErel","expression"
"95","HRAS","RAF1","PPrel","activation"
"96","KRAS","RAF1","PPrel","activation"
"97","NRAS","RAF1","PPrel","activation"
"98","RAF1","MAP2K1","PPrel","activation"
"99","RAF1","MAP2K1","PPrel","phosphorylation"
"100","RAF1","MAP2K2","PPrel","activation"
"101","RAF1","MAP2K2","PPrel","phosphorylation"
"102","MAP2K1","MAPK1","PPrel","activation"
"103","MAP2K1","MAPK1","PPrel","phosphorylation"
"104","MAP2K1","MAPK3","PPrel","activation"
"105","MAP2K1","MAPK3","PPrel","phosphorylation"
"106","MAP2K2","MAPK1","PPrel","activation"
"107","MAP2K2","MAPK1","PPrel","phosphorylation"
"108","MAP2K2","MAPK3","PPrel","activation"
"109","MAP2K2","MAPK3","PPrel","phosphorylation"
"110","FADD","CASP8","PPrel","activation"
"111","CASP8","CASP3","PPrel","activation"
"112","CASP8","BID","PPrel","activation"
"113","FAS","FADD","PPrel","activation"
"114","FAS","TRADD","PPrel","activation"
"115","HLA-A","B2M","PPrel","binding/association"
"116","HLA-A","AP1M2","PPrel","binding/association"
"117","HLA-A","AP1S1","PPrel","binding/association"
"118","HLA-A","AP1S3","PPrel","binding/association"
"119","HLA-A","AP1B1","PPrel","binding/association"
"120","HLA-A","AP1G1","PPrel","binding/association"
"121","HLA-A","AP1S2","PPrel","binding/association"
"122","HLA-A","AP1G2","PPrel","binding/association"
"123","HLA-A","AP1M1","PPrel","binding/association"
"124","HLA-A","HLA-A","PPrel","state change"
"125","HLA-A","HLA-B","PPrel","state change"
"126","HLA-A","HLA-C","PPrel","state change"
"127","HLA-A","HLA-E","PPrel","state change"
"128","HLA-A","HLA-F","PPrel","state change"
"129","HLA-A","HLA-G","PPrel","state change"
"130","HLA-B","B2M","PPrel","binding/association"
"131","HLA-B","AP1M2","PPrel","binding/association"
"132","HLA-B","AP1S1","PPrel","binding/association"
"133","HLA-B","AP1S3","PPrel","binding/association"
"134","HLA-B","AP1B1","PPrel","binding/association"
"135","HLA-B","AP1G1","PPrel","binding/association"
