"","from","to","type","subtype"
"1","DAG1","DAG1","PPrel","binding/association"
"2","DAG1","DMD","PPrel","binding/association"
"3","DAG1","DMD","PPrel","missing interaction"
"4","DAG1","SGCD","PPrel","binding/association"
"5","DAG1","SGCZ","PPrel","binding/association"
"6","DAG1","SGCG","PPrel","binding/association"
"7","DAG1","SGCB","PPrel","binding/association"
"8","DAG1","SGCA","PPrel","binding/association"
"9","DAG1","SGCE","PPrel","binding/association"
"10","LAMA1","DAG1","PPrel","binding/association"
"11","LAMA2","DAG1","PPrel","binding/association"
"12","DMD","ACTB","PPrel","binding/association"
"13","DMD","ACTB","PPrel","missing interaction"
"14","DMD","ACTG1","PPrel","binding/association"
"15","DMD","ACTG1","PPrel","missing interaction"
"16","CD55","FYN","PPrel","activation"
"17","CD55","FYN","PPrel","indirect effect"
"18","CD55","ABL1","PPrel","activation"
"19","CD55","ABL1","PPrel","indirect effect"
"20","CD55","ABL2","PPrel","activation"
"21","CD55","ABL2","PPrel","indirect effect"
"22","CD40LG","CD40","PPrel","activation"
"23","CD80","CD28","PPrel","activation"
"24","CD86","CD28","PPrel","activation"
"25","CASP8","BID","PPrel","activation"
"26","BID","CYCS","PPrel","activation"
"27","BID","CYCS","PPrel","indirect effect"
"28","CYCS","CASP9","PPrel","activation"
"29","CASP9","CASP3","PPrel","activation"
"30","ICAM1","ITGAL","PPrel","activation"
"31","ICAM1","ITGB2","PPrel","activation"
"32","FYN","CAV1","PPrel","activation"
"33","FYN","CAV1","PPrel","phosphorylation"
"34","ABL1","RAC1","PPrel","activation"
"35","ABL1","RAC2","PPrel","activation"
"36","ABL1","RAC3","PPrel","activation"
"37","ABL2","RAC1","PPrel","activation"
"38","ABL2","RAC2","PPrel","activation"
"39","ABL2","RAC3","PPrel","activation"
"40","SSPN","SGCD","PPrel","binding/association"
"41","SSPN","SGCZ","PPrel","binding/association"
"42","SSPN","SGCG","PPrel","binding/association"
"43","SSPN","SGCB","PPrel","binding/association"
"44","SSPN","SGCA","PPrel","binding/association"
"45","SSPN","SGCE","PPrel","binding/association"
"46","NOS1","SNTA1","PPrel","binding/association"
"47","NOS1","SNTB1","PPrel","binding/association"
"48","NOS1","SNTB2","PPrel","binding/association"
"49","NOS1","DTNA","PPrel","binding/association"
"50","NOS1","DMD","PPrel","binding/association"
"51","CAV3","NOS1","PPrel","binding/association"
