"","from","to","type","subtype"
"1","GCG","GCGR","PPrel","activation"
"2","GCGR","GNAS","PPrel","activation"
"3","GCGR","GNAQ","PPrel","activation"
"4","GNAS","ADCY2","PPrel","activation"
"5","PRKACA","CREB3","PPrel","activation"
"6","PRKACA","CREB3","PPrel","phosphorylation"
"7","PRKACA","CREB1","PPrel","activation"
"8","PRKACA","CREB1","PPrel","phosphorylation"
"9","PRKACA","ATF2","PPrel","activation"
"10","PRKACA","ATF2","PPrel","phosphorylation"
"11","PRKACA","CREB3L4","PPrel","activation"
"12","PRKACA","CREB3L4","PPrel","phosphorylation"
"13","PRKACA","ATF4","PPrel","activation"
"14","PRKACA","ATF4","PPrel","phosphorylation"
"15","PRKACA","CREB3L2","PPrel","activation"
"16","PRKACA","CREB3L2","PPrel","phosphorylation"
"17","PRKACA","CREB3L3","PPrel","activation"
"18","PRKACA","CREB3L3","PPrel","phosphorylation"
"19","PRKACA","CREB3L1","PPrel","activation"
"20","PRKACA","CREB3L1","PPrel","phosphorylation"
"21","PRKACA","CREB5","PPrel","activation"
"22","PRKACA","CREB5","PPrel","phosphorylation"
"23","PRKACA","ITPR1","PPrel","activation"
"24","PRKACA","ITPR1","PPrel","phosphorylation"
"25","PRKACA","ITPR2","PPrel","activation"
"26","PRKACA","ITPR2","PPrel","phosphorylation"
"27","PRKACA","ITPR3","PPrel","activation"
"28","PRKACA","ITPR3","PPrel","phosphorylation"
"29","PRKACA","PFKFB1","PPrel","activation"
"30","PRKACA","PFKFB1","PPrel","phosphorylation"
"31","PRKACA","SIK2","PPrel","inhibition"
"32","PRKACA","SIK2","PPrel","phosphorylation"
"33","PRKACA","PPP4R3C","PPrel","activation"
"34","PRKACA","PPP4R3C","PPrel","indirect effect"
"35","PRKACA","PPP4C","PPrel","activation"
"36","PRKACA","PPP4C","PPrel","indirect effect"
"37","PRKACA","PPP4R3A","PPrel","activation"
"38","PRKACA","PPP4R3A","PPrel","indirect effect"
"39","PRKACA","PPP4R3B","PPrel","activation"
"40","PRKACA","PPP4R3B","PPrel","indirect effect"
"41","PRKACA","PRKAG2","PPrel","activation"
"42","PRKACA","PRKAG2","PPrel","indirect effect"
"43","PRKACA","PRKAG3","PPrel","activation"
