"","from","to","type","subtype"
"1","OPRM1","GNB5","PPrel","activation"
"2","OPRM1","GNAI1","PPrel","activation"
"3","OPRM1","GNAI2","PPrel","activation"
"4","OPRM1","GNAI3","PPrel","activation"
"5","OPRM1","GNAO1","PPrel","activation"
"6","OPRM1","GNB1","PPrel","activation"
"7","OPRM1","GNB2","PPrel","activation"
"8","OPRM1","GNB3","PPrel","activation"
"9","OPRM1","GNG3","PPrel","activation"
"10","OPRM1","GNG4","PPrel","activation"
"11","OPRM1","GNG5","PPrel","activation"
"12","OPRM1","GNG7","PPrel","activation"
"13","OPRM1","GNG10","PPrel","activation"
"14","OPRM1","GNG11","PPrel","activation"
"15","OPRM1","GNGT1","PPrel","activation"
"16","OPRM1","GNGT2","PPrel","activation"
"17","OPRM1","GNG13","PPrel","activation"
"18","OPRM1","GNG2","PPrel","activation"
"19","OPRM1","GNG12","PPrel","activation"
"20","OPRM1","GNB4","PPrel","activation"
"21","OPRM1","GNG8","PPrel","activation"
"22","OPRM1","GNAS","PPrel","activation"
"23","PRKACA","GNB5","PPrel","activation"
"24","PRKACA","GNB5","PPrel","phosphorylation"
"25","PRKACA","GNAI1","PPrel","activation"
"26","PRKACA","GNAI1","PPrel","phosphorylation"
"27","PRKACA","GNAI2","PPrel","activation"
"28","PRKACA","GNAI2","PPrel","phosphorylation"
"29","PRKACA","GNAI3","PPrel","activation"
"30","PRKACA","GNAI3","PPrel","phosphorylation"
"31","PRKACA","GNAO1","PPrel","activation"
"32","PRKACA","GNAO1","PPrel","phosphorylation"
"33","PRKACA","GNB1","PPrel","activation"
"34","PRKACA","GNB1","PPrel","phosphorylation"
"35","PRKACA","GNB2","PPrel","activation"
"36","PRKACA","GNB2","PPrel","phosphorylation"
"37","PRKACA","GNB3","PPrel","activation"
"38","PRKACA","GNB3","PPrel","phosphorylation"
"39","PRKACA","GNG3","PPrel","activation"
"40","PRKACA","GNG3","PPrel","phosphorylation"
"41","PRKACA","GNG4","PPrel","activation"
"42","PRKACA","GNG4","PPrel","phosphorylation"
"43","PRKACA","GNG5","PPrel","activation"
"44","PRKACA","GNG5","PPrel","phosphorylation"
"45","PRKACA","GNG7","PPrel","activation"
"46","PRKACA","GNG7","PPrel","phosphorylation"
"47","PRKACA","GNG10","PPrel","activation"
"48","PRKACA","GNG10","PPrel","phosphorylation"
"49","PRKACA","GNG11","PPrel","activation"
"50","PRKACA","GNG11","PPrel","phosphorylation"
"51","PRKACA","GNGT1","PPrel","activation"
"52","PRKACA","GNGT1","PPrel","phosphorylation"
"53","PRKACA","GNGT2","PPrel","activation"
"54","PRKACA","GNGT2","PPrel","phosphorylation"
"55","PRKACA","GNG13","PPrel","activation"
"56","PRKACA","GNG13","PPrel","phosphorylation"
"57","PRKACA","GNG2","PPrel","activation"
"58","PRKACA","GNG2","PPrel","phosphorylation"
"59","PRKACA","GNG12","PPrel","activation"
"60","PRKACA","GNG12","PPrel","phosphorylation"
"61","PRKACA","GNB4","PPrel","activation"
"62","PRKACA","GNB4","PPrel","phosphorylation"
"63","PRKACA","GNG8","PPrel","activation"
"64","PRKACA","GNG8","PPrel","phosphorylation"
"65","PRKACB","GNB5","PPrel","activation"
"66","PRKACB","GNB5","PPrel","phosphorylation"
"67","PRKACB","GNAI1","PPrel","activation"
"68","PRKACB","GNAI1","PPrel","phosphorylation"
"69","PRKACB","GNAI2","PPrel","activation"
"70","PRKACB","GNAI2","PPrel","phosphorylation"
"71","PRKACB","GNAI3","PPrel","activation"
"72","PRKACB","GNAI3","PPrel","phosphorylation"
"73","PRKACB","GNAO1","PPrel","activation"
"74","PRKACB","GNAO1","PPrel","phosphorylation"
"75","PRKACB","GNB1","PPrel","activation"
"76","PRKACB","GNB1","PPrel","phosphorylation"
"77","PRKACB","GNB2","PPrel","activation"
"78","PRKACB","GNB2","PPrel","phosphorylation"
"79","PRKACB","GNB3","PPrel","activation"
"80","PRKACB","GNB3","PPrel","phosphorylation"
"81","PRKACB","GNG3","PPrel","activation"
"82","PRKACB","GNG3","PPrel","phosphorylation"
"83","PRKACB","GNG4","PPrel","activation"
"84","PRKACB","GNG4","PPrel","phosphorylation"
"85","PRKACB","GNG5","PPrel","activation"
"86","PRKACB","GNG5","PPrel","phosphorylation"
"87","PRKACB","GNG7","PPrel","activation"
"88","PRKACB","GNG7","PPrel","phosphorylation"
"89","PRKACB","GNG10","PPrel","activation"
"90","PRKACB","GNG10","PPrel","phosphorylation"
"91","PRKACB","GNG11","PPrel","activation"
"92","PRKACB","GNG11","PPrel","phosphorylation"
"93","PRKACB","GNGT1","PPrel","activation"
"94","PRKACB","GNGT1","PPrel","phosphorylation"
"95","PRKACB","GNGT2","PPrel","activation"
"96","PRKACB","GNGT2","PPrel","phosphorylation"
"97","PRKACB","GNG13","PPrel","activation"
"98","PRKACB","GNG13","PPrel","phosphorylation"
"99","PRKACB","GNG2","PPrel","activation"
"100","PRKACB","GNG2","PPrel","phosphorylation"
"101","PRKACB","GNG12","PPrel","activation"
"102","PRKACB","GNG12","PPrel","phosphorylation"
"103","PRKACB","GNB4","PPrel","activation"
"104","PRKACB","GNB4","PPrel","phosphorylation"
"105","PRKACB","GNG8","PPrel","activation"
"106","PRKACB","GNG8","PPrel","phosphorylation"
"107","PRKACG","GNB5","PPrel","activation"
"108","PRKACG","GNB5","PPrel","phosphorylation"
"109","PRKACG","GNAI1","PPrel","activation"
"110","PRKACG","GNAI1","PPrel","phosphorylation"
"111","PRKACG","GNAI2","PPrel","activation"
"112","PRKACG","GNAI2","PPrel","phosphorylation"
"113","PRKACG","GNAI3","PPrel","activation"
"114","PRKACG","GNAI3","PPrel","phosphorylation"
"115","PRKACG","GNAO1","PPrel","activation"
"116","PRKACG","GNAO1","PPrel","phosphorylation"
"117","PRKACG","GNB1","PPrel","activation"
"118","PRKACG","GNB1","PPrel","phosphorylation"
"119","PRKACG","GNB2","PPrel","activation"
"120","PRKACG","GNB2","PPrel","phosphorylation"
"121","PRKACG","GNB3","PPrel","activation"
"122","PRKACG","GNB3","PPrel","phosphorylation"
"123","PRKACG","GNG3","PPrel","activation"
"124","PRKACG","GNG3","PPrel","phosphorylation"
"125","PRKACG","GNG4","PPrel","activation"
"126","PRKACG","GNG4","PPrel","phosphorylation"
"127","PRKACG","GNG5","PPrel","activation"
"128","PRKACG","GNG5","PPrel","phosphorylation"
"129","PRKACG","GNG7","PPrel","activation"
"130","PRKACG","GNG7","PPrel","phosphorylation"
"131","PRKACG","GNG10","PPrel","activation"
"132","PRKACG","GNG10","PPrel","phosphorylation"
"133","PRKACG","GNG11","PPrel","activation"
"134","PRKACG","GNG11","PPrel","phosphorylation"
"135","PRKACG","GNGT1","PPrel","activation"
"136","PRKACG","GNGT1","PPrel","phosphorylation"
"137","PRKACG","GNGT2","PPrel","activation"
"138","PRKACG","GNGT2","PPrel","phosphorylation"
"139","PRKACG","GNG13","PPrel","activation"
"140","PRKACG","GNG13","PPrel","phosphorylation"
"141","PRKACG","GNG2","PPrel","activation"
"142","PRKACG","GNG2","PPrel","phosphorylation"
"143","PRKACG","GNG12","PPrel","activation"
"144","PRKACG","GNG12","PPrel","phosphorylation"
"145","PRKACG","GNB4","PPrel","activation"
"146","PRKACG","GNB4","PPrel","phosphorylation"
"147","PRKACG","GNG8","PPrel","activation"
"148","PRKACG","GNG8","PPrel","phosphorylation"
"149","GNB5","KCNJ6","PPrel","activation"
"150","GNB5","KCNJ3","PPrel","activation"
"151","GNB5","KCNJ5","PPrel","activation"
"152","GNB5","KCNJ9","PPrel","activation"
"153","GNB5","ADCY1","PPrel","activation"
"154","GNB5","ADCY2","PPrel","activation"
"155","GNB5","ADCY3","PPrel","activation"
"156","GNB5","ADCY5","PPrel","activation"
"157","GNB5","ADCY6","PPrel","activation"
